date,var,amount,type
2018-06-01,Transporte y comunicaciones, 5583.4998,Nominal
2018-09-01,Transporte y comunicaciones,  5269.6432,Nominal
2018-12-01,Transporte y comunicaciones,  5459.3610,Nominal
2019-03-01,Transporte y comunicaciones,  4895.7220,Nominal
2019-06-01,Transporte y comunicaciones,  5421.7325,Nominal
2019-09-01,Transporte y comunicaciones,  5064.7007,Nominal
2019-12-01,Transporte y comunicaciones,  5520.6763,Nominal
2020-03-01,Transporte y comunicaciones,  4834.3341,Nominal
2020-06-01,Transporte y comunicaciones, 4404.5015,Nominal
2020-09-01,Transporte y comunicaciones,  4430.3980,Nominal
2006-03-01,Intermediación financiera y servicios conexos, 1331.8494,Nominal
2006-06-01,Intermediación financiera y servicios conexos, 1439.62395,Nominal
2006-09-01,Intermediación financiera y servicios conexos, 1494.0568,Nominal
2006-12-01,Intermediación financiera y servicios conexos, 1531.2178,Nominal
2007-03-01,Intermediación financiera y servicios conexos, 1567.4261,Nominal
2007-06-01,Intermediación financiera y servicios conexos, 1641.2842,Nominal
2007-09-01,Intermediación financiera y servicios conexos, 1761.8503,Nominal
2007-12-01,Intermediación financiera y servicios conexos, 1892.6820,Nominal
2008-03-01,Intermediación financiera y servicios conexos, 1907.3389,Nominal
2008-06-01,Intermediación financiera y servicios conexos, 2020.0794,Nominal
2008-09-01,Intermediación financiera y servicios conexos, 2003.0661,Nominal
2008-12-01,Intermediación financiera y servicios conexos, 2074.3354,Nominal
2009-03-01,Intermediación financiera y servicios conexos, 2049.2432,Nominal
2009-06-01,Intermediación financiera y servicios conexos, 2028.3049,Nominal
2009-09-01,Intermediación financiera y servicios conexos, 1970.9362,Nominal
2009-12-01,Intermediación financiera y servicios conexos, 1942.7094,Nominal
2010-03-01,Intermediación financiera y servicios conexos, 1866.8673,Nominal
2010-06-01,Intermediación financiera y servicios conexos, 1974.4529,Nominal
2010-09-01,Intermediación financiera y servicios conexos, 1944.8412,Nominal
2010-12-01,Intermediación financiera y servicios conexos, 2012.7638,Nominal
2011-03-01,Intermediación financiera y servicios conexos, 1963.4669,Nominal
2011-06-01,Intermediación financiera y servicios conexos, 1899.3360,Nominal
2011-09-01,Intermediación financiera y servicios conexos, 1998.7299,Nominal
2011-12-01,Intermediación financiera y servicios conexos, 2133.4293,Nominal
2012-03-01,Intermediación financiera y servicios conexos, 2185.6718,Nominal
2012-06-01,Intermediación financiera y servicios conexos, 2260.2361,Nominal
2012-09-01,Intermediación financiera y servicios conexos, 2252.7999,Nominal
2012-12-01,Intermediación financiera y servicios conexos, 2483.2675,Nominal
2013-03-01,Intermediación financiera y servicios conexos, 2949.3824,Nominal
2013-06-01,Intermediación financiera y servicios conexos, 2592.8085,Nominal
2013-09-01,Intermediación financiera y servicios conexos, 2698.4368,Nominal
2013-12-01,Intermediación financiera y servicios conexos, 2943.0908,Nominal
2014-03-01,Intermediación financiera y servicios conexos, 3616.3847,Nominal
2014-06-01,Intermediación financiera y servicios conexos, 3151.6684,Nominal
2014-09-01,Intermediación financiera y servicios conexos, 3256.5883,Nominal
2014-12-01,Intermediación financiera y servicios conexos, 3503.5903,Nominal
2015-03-01,Intermediación financiera y servicios conexos, 4127.2099,Nominal
2015-06-01,Intermediación financiera y servicios conexos, 3624.5270,Nominal
2015-09-01,Intermediación financiera y servicios conexos, 3844.1046,Nominal
2015-12-01,Intermediación financiera y servicios conexos, 4104.0046,Nominal
2016-03-01,Intermediación financiera y servicios conexos, 5072.4902,Nominal
2016-06-01,Intermediación financiera y servicios conexos, 4473.2389,Nominal
2016-09-01,Intermediación financiera y servicios conexos, 4650.9568,Nominal
2016-12-01,Intermediación financiera y servicios conexos,  4745.8034,Nominal
2017-03-01,Intermediación financiera y servicios conexos,  6040.4517,Nominal
2017-06-01,Intermediación financiera y servicios conexos, 5099.9312,Nominal
2017-09-01,Intermediación financiera y servicios conexos,  5106.2999,Nominal
2017-12-01,Intermediación financiera y servicios conexos,  5500.0876,Nominal
2018-03-01,Intermediación financiera y servicios conexos,  5773.1981,Nominal
2018-06-01,Intermediación financiera y servicios conexos, 5668.1070,Nominal
2018-09-01,Intermediación financiera y servicios conexos,  5324.0185,Nominal
2018-12-01,Intermediación financiera y servicios conexos,  5190.1000,Nominal
2019-03-01,Intermediación financiera y servicios conexos,  5507.4481,Nominal
2019-06-01,Intermediación financiera y servicios conexos,  4961.0844,Nominal
2019-09-01,Intermediación financiera y servicios conexos,  4508.7537,Nominal
2019-12-01,Intermediación financiera y servicios conexos,  4483.3509,Nominal
2020-03-01,Intermediación financiera y servicios conexos,  4948.5362,Nominal
2020-06-01,Intermediación financiera y servicios conexos, 4531.9496,Nominal
2020-09-01,Intermediación financiera y servicios conexos,  4187.6201,Nominal
2006-03-01,Propiedad de vivienda 1/, 2366.2506,Nominal
2006-06-01,Propiedad de vivienda 1/, 2439.01516,Nominal
2006-09-01,Propiedad de vivienda 1/, 2490.4185,Nominal
2006-12-01,Propiedad de vivienda 1/, 2585.9610,Nominal
2007-03-01,Propiedad de vivienda 1/, 2631.2519,Nominal
2007-06-01,Propiedad de vivienda 1/, 2746.5954,Nominal
2007-09-01,Propiedad de vivienda 1/, 2704.8755,Nominal
2007-12-01,Propiedad de vivienda 1/, 2713.2010,Nominal
2008-03-01,Propiedad de vivienda 1/, 2706.9497,Nominal
2008-06-01,Propiedad de vivienda 1/, 2747.6368,Nominal
2008-09-01,Propiedad de vivienda 1/, 3065.7248,Nominal
2008-12-01,Propiedad de vivienda 1/, 3332.2606,Nominal
2009-03-01,Propiedad de vivienda 1/, 3090.6184,Nominal
2009-06-01,Propiedad de vivienda 1/, 3244.8809,Nominal
2009-09-01,Propiedad de vivienda 1/, 3329.8254,Nominal
2009-12-01,Propiedad de vivienda 1/, 3327.1511,Nominal
2010-03-01,Propiedad de vivienda 1/, 3428.3591,Nominal
2010-06-01,Propiedad de vivienda 1/, 3369.4603,Nominal
2010-09-01,Propiedad de vivienda 1/, 3413.3347,Nominal
2010-12-01,Propiedad de vivienda 1/, 3503.1497,Nominal
2011-03-01,Propiedad de vivienda 1/, 3570.9005,Nominal
2011-06-01,Propiedad de vivienda 1/, 3663.6436,Nominal
2011-09-01,Propiedad de vivienda 1/, 3647.1015,Nominal
2011-12-01,Propiedad de vivienda 1/, 3847.9441,Nominal
2012-03-01,Propiedad de vivienda 1/, 3800.3477,Nominal
2012-06-01,Propiedad de vivienda 1/, 3859.9925,Nominal
2012-09-01,Propiedad de vivienda 1/, 3962.6769,Nominal
2012-12-01,Propiedad de vivienda 1/, 4255.5011,Nominal
2013-03-01,Propiedad de vivienda 1/, 4086.9481,Nominal
2013-06-01,Propiedad de vivienda 1/, 4343.3392,Nominal
2013-09-01,Propiedad de vivienda 1/, 4319.7057,Nominal
2013-12-01,Propiedad de vivienda 1/, 4529.8078,Nominal
2014-03-01,Propiedad de vivienda 1/, 4522.4066,Nominal
2014-06-01,Propiedad de vivienda 1/, 4540.1239,Nominal
2014-09-01,Propiedad de vivienda 1/, 4725.4757,Nominal
2014-12-01,Propiedad de vivienda 1/, 4917.4239,Nominal
2015-03-01,Propiedad de vivienda 1/, 4824.4876,Nominal
2015-06-01,Propiedad de vivienda 1/, 5007.1419,Nominal
2015-09-01,Propiedad de vivienda 1/, 4978.9397,Nominal
2015-12-01,Propiedad de vivienda 1/, 5237.8252,Nominal
2016-03-01,Propiedad de vivienda 1/, 5180.1836,Nominal
2016-06-01,Propiedad de vivienda 1/, 5364.6054,Nominal
2016-09-01,Propiedad de vivienda 1/, 5427.1465,Nominal
2016-12-01,Propiedad de vivienda 1/,  5611.9455,Nominal
2017-03-01,Propiedad de vivienda 1/,  5625.3390,Nominal
2017-06-01,Propiedad de vivienda 1/, 5840.8072,Nominal
2017-09-01,Propiedad de vivienda 1/,  5748.3954,Nominal
2017-12-01,Propiedad de vivienda 1/,  6203.8989,Nominal
2018-03-01,Propiedad de vivienda 1/,  6070.2307,Nominal
2018-06-01,Propiedad de vivienda 1/, 6077.1941,Nominal
2018-09-01,Propiedad de vivienda 1/,  5949.3017,Nominal
2018-12-01,Propiedad de vivienda 1/,  6294.2182,Nominal
2019-03-01,Propiedad de vivienda 1/,  6279.0447,Nominal
2019-06-01,Propiedad de vivienda 1/,  6226.3698,Nominal
2019-09-01,Propiedad de vivienda 1/,  6089.8225,Nominal
2019-12-01,Propiedad de vivienda 1/,  6532.0809,Nominal
2020-03-01,Propiedad de vivienda 1/,  6465.9600,Nominal
2020-06-01,Propiedad de vivienda 1/, 6406.1690,Nominal
2020-09-01,Propiedad de vivienda 1/,  6272.5824,Nominal
2006-03-01,Administración Pública y Defensa, 1489.2946,Nominal
2006-06-01,Administración Pública y Defensa, 1500.69491,Nominal
2006-09-01,Administración Pública y Defensa, 1497.8764,Nominal
2006-12-01,Administración Pública y Defensa, 1593.5637,Nominal
2007-03-01,Administración Pública y Defensa, 1449.4198,Nominal
2007-06-01,Administración Pública y Defensa, 1499.1083,Nominal
2007-09-01,Administración Pública y Defensa, 1561.4346,Nominal
2007-12-01,Administración Pública y Defensa, 1637.0577,Nominal
2008-03-01,Administración Pública y Defensa, 1637.1520,Nominal
2008-06-01,Administración Pública y Defensa, 1717.0720,Nominal
2008-09-01,Administración Pública y Defensa, 1762.5743,Nominal
2008-12-01,Administración Pública y Defensa, 1927.4417,Nominal
2009-03-01,Administración Pública y Defensa, 1797.7720,Nominal
2009-06-01,Administración Pública y Defensa, 1841.3889,Nominal
2009-09-01,Administración Pública y Defensa, 1869.1603,Nominal
2009-12-01,Administración Pública y Defensa, 2054.0376,Nominal
2010-03-01,Administración Pública y Defensa, 1920.1099,Nominal
2010-06-01,Administración Pública y Defensa, 1967.0260,Nominal
2010-09-01,Administración Pública y Defensa, 2017.9979,Nominal
2010-12-01,Administración Pública y Defensa, 2246.5225,Nominal
2011-03-01,Administración Pública y Defensa, 2146.8957,Nominal
2011-06-01,Administración Pública y Defensa, 2231.5613,Nominal
2011-09-01,Administración Pública y Defensa, 2295.4401,Nominal
2011-12-01,Administración Pública y Defensa, 2522.6047,Nominal
2012-03-01,Administración Pública y Defensa, 2403.4538,Nominal
2012-06-01,Administración Pública y Defensa, 2533.9076,Nominal
2012-09-01,Administración Pública y Defensa, 2596.8672,Nominal
2012-12-01,Administración Pública y Defensa, 2904.7414,Nominal
2013-03-01,Administración Pública y Defensa, 2760.4706,Nominal
2013-06-01,Administración Pública y Defensa, 2894.9422,Nominal
2013-09-01,Administración Pública y Defensa, 3002.5610,Nominal
2013-12-01,Administración Pública y Defensa, 3392.0846,Nominal
2014-03-01,Administración Pública y Defensa, 3195.7056,Nominal
2014-06-01,Administración Pública y Defensa, 3308.0761,Nominal
2014-09-01,Administración Pública y Defensa, 3412.5270,Nominal
2014-12-01,Administración Pública y Defensa, 3908.0862,Nominal
2015-03-01,Administración Pública y Defensa, 3581.4053,Nominal
2015-06-01,Administración Pública y Defensa, 3683.0271,Nominal
2015-09-01,Administración Pública y Defensa, 3740.0108,Nominal
2015-12-01,Administración Pública y Defensa, 4228.6919,Nominal
2016-03-01,Administración Pública y Defensa, 3813.7353,Nominal
2016-06-01,Administración Pública y Defensa, 3958.2499,Nominal
2016-09-01,Administración Pública y Defensa, 3994.3486,Nominal
2016-12-01,Administración Pública y Defensa,  4675.6226,Nominal
2017-03-01,Administración Pública y Defensa,  4271.9267,Nominal
2017-06-01,Administración Pública y Defensa, 4356.8052,Nominal
2017-09-01,Administración Pública y Defensa,  4489.6136,Nominal
2017-12-01,Administración Pública y Defensa,  5095.4218,Nominal
2018-03-01,Administración Pública y Defensa,  4641.9585,Nominal
2018-06-01,Administración Pública y Defensa, 4722.3586,Nominal
2018-09-01,Administración Pública y Defensa,  4758.7819,Nominal
2018-12-01,Administración Pública y Defensa,  5155.7266,Nominal
2019-03-01,Administración Pública y Defensa,  4749.9436,Nominal
2019-06-01,Administración Pública y Defensa,  4763.7487,Nominal
2019-09-01,Administración Pública y Defensa,  4778.9216,Nominal
2019-12-01,Administración Pública y Defensa,  5258.5309,Nominal
2020-03-01,Administración Pública y Defensa,  4861.0579,Nominal
2020-06-01,Administración Pública y Defensa, 4949.6183,Nominal
2020-09-01,Administración Pública y Defensa,  4994.4481,Nominal
2006-03-01,Enseñanza, 1351.7506,Nominal
2006-06-01,Enseñanza, 1325.61766,Nominal
2006-09-01,Enseñanza, 1330.1883,Nominal
2006-12-01,Enseñanza, 1322.3440,Nominal
2007-03-01,Enseñanza, 1588.2132,Nominal
2007-06-01,Enseñanza, 1521.7633,Nominal
2007-09-01,Enseñanza, 1541.8911,Nominal
2007-12-01,Enseñanza, 1542.9765,Nominal
2008-03-01,Enseñanza, 1805.5193,Nominal
2008-06-01,Enseñanza, 1760.4905,Nominal
2008-09-01,Enseñanza, 1845.8846,Nominal
2008-12-01,Enseñanza, 1860.2286,Nominal
2009-03-01,Enseñanza, 2068.7676,Nominal
2009-06-01,Enseñanza, 2056.0016,Nominal
2009-09-01,Enseñanza, 2070.3076,Nominal
2009-12-01,Enseñanza, 2077.5009,Nominal
2010-03-01,Enseñanza, 2233.4231,Nominal
2010-06-01,Enseñanza, 2032.9201,Nominal
2010-09-01,Enseñanza, 2224.2299,Nominal
2010-12-01,Enseñanza, 2209.1365,Nominal
2011-03-01,Enseñanza, 2329.0883,Nominal
2011-06-01,Enseñanza, 2378.2950,Nominal
2011-09-01,Enseñanza, 2460.2274,Nominal
2011-12-01,Enseñanza, 2480.9144,Nominal
2012-03-01,Enseñanza, 2673.9100,Nominal
2012-06-01,Enseñanza, 2662.9320,Nominal
2012-09-01,Enseñanza, 2687.7702,Nominal
2012-12-01,Enseñanza, 2782.9201,Nominal
2013-03-01,Enseñanza, 2831.8895,Nominal
2013-06-01,Enseñanza, 2910.3832,Nominal
2013-09-01,Enseñanza, 2942.6472,Nominal
2013-12-01,Enseñanza, 3105.0195,Nominal
2014-03-01,Enseñanza, 3469.2690,Nominal
2014-06-01,Enseñanza, 3444.8170,Nominal
2014-09-01,Enseñanza, 3343.8854,Nominal
2014-12-01,Enseñanza, 3665.8878,Nominal
2015-03-01,Enseñanza, 3743.9434,Nominal
2015-06-01,Enseñanza, 3936.9658,Nominal
2015-09-01,Enseñanza, 3943.0942,Nominal
2015-12-01,Enseñanza, 4022.3629,Nominal
2016-03-01,Enseñanza, 4257.5625,Nominal
2016-06-01,Enseñanza, 4513.7323,Nominal
2016-09-01,Enseñanza, 4515.4015,Nominal
2016-12-01,Enseñanza,  4549.7357,Nominal
2017-03-01,Enseñanza,  4926.7429,Nominal
2017-06-01,Enseñanza, 5019.6696,Nominal
2017-09-01,Enseñanza,  5099.4607,Nominal
2017-12-01,Enseñanza,  5174.2859,Nominal
2018-03-01,Enseñanza,  5434.8734,Nominal
2018-06-01,Enseñanza, 5520.4805,Nominal
2018-09-01,Enseñanza,  5628.6469,Nominal
2018-12-01,Enseñanza,  5677.8212,Nominal
2019-03-01,Enseñanza,  5622.3968,Nominal
2019-06-01,Enseñanza,  5602.7779,Nominal
2019-09-01,Enseñanza,  5944.7317,Nominal
2019-12-01,Enseñanza,  5922.9405,Nominal
2020-03-01,Enseñanza,  5831.2422,Nominal
2020-06-01,Enseñanza, 5810.7444,Nominal
2020-09-01,Enseñanza,  6106.8300,Nominal
2006-03-01,Salud,  657.2105,Nominal
2006-06-01,Salud,  676.78813,Nominal
2006-09-01,Salud,  724.4260,Nominal
2006-12-01,Salud,  759.1174,Nominal
2007-03-01,Salud,  758.4667,Nominal
2007-06-01,Salud,  803.7746,Nominal
2007-09-01,Salud,  882.6822,Nominal
2007-12-01,Salud,  895.4973,Nominal
2008-03-01,Salud,  908.3730,Nominal
2008-06-01,Salud,  951.6692,Nominal
2008-09-01,Salud,  985.5347,Nominal
2008-12-01,Salud,  974.4975,Nominal
2009-03-01,Salud,  952.0975,Nominal
2009-06-01,Salud, 1040.4840,Nominal
2009-09-01,Salud, 1057.9442,Nominal
2009-12-01,Salud, 1081.3199,Nominal
2010-03-01,Salud, 1092.3201,Nominal
2010-06-01,Salud, 1111.5773,Nominal
2010-09-01,Salud, 1110.7184,Nominal
2010-12-01,Salud, 1152.5234,Nominal
2011-03-01,Salud, 1173.9996,Nominal
2011-06-01,Salud, 1189.7331,Nominal
2011-09-01,Salud, 1278.7662,Nominal
2011-12-01,Salud, 1297.1602,Nominal
2012-03-01,Salud, 1346.7662,Nominal
2012-06-01,Salud, 1436.7418,Nominal
2012-09-01,Salud, 1411.7347,Nominal
2012-12-01,Salud, 1404.3206,Nominal
2013-03-01,Salud, 1555.7817,Nominal
2013-06-01,Salud, 1608.3830,Nominal
2013-09-01,Salud, 1593.0265,Nominal
2013-12-01,Salud, 1616.3954,Nominal
2014-03-01,Salud, 1788.1132,Nominal
2014-06-01,Salud, 1881.8821,Nominal
2014-09-01,Salud, 1954.1894,Nominal
2014-12-01,Salud, 2012.8712,Nominal
2015-03-01,Salud, 2089.1962,Nominal
2015-06-01,Salud, 2150.2493,Nominal
2015-09-01,Salud, 2184.4789,Nominal
2015-12-01,Salud, 2216.6680,Nominal
2016-03-01,Salud, 2260.0103,Nominal
2016-06-01,Salud, 2328.1046,Nominal
2016-09-01,Salud, 2302.7273,Nominal
2016-12-01,Salud,  2361.1685,Nominal
2017-03-01,Salud,  2527.1256,Nominal
2017-06-01,Salud, 2670.2240,Nominal
2017-09-01,Salud,  2702.6521,Nominal
2017-12-01,Salud,  2776.7967,Nominal
2018-03-01,Salud,  2856.4235,Nominal
2018-06-01,Salud, 2988.3186,Nominal
2018-09-01,Salud,  3005.5427,Nominal
2018-12-01,Salud,  3065.7858,Nominal
2019-03-01,Salud,  3048.3707,Nominal
2019-06-01,Salud,  3084.5016,Nominal
2019-09-01,Salud,  3097.9859,Nominal
2019-12-01,Salud,  3142.2272,Nominal
2020-03-01,Salud,  3200.5955,Nominal
2020-06-01,Salud, 3250.9813,Nominal
2020-09-01,Salud,  3132.6494,Nominal
2006-03-01,Otros servicios, 2394.8446,Nominal
2006-06-01,Otros servicios, 2574.39418,Nominal
2006-09-01,Otros servicios, 2656.5173,Nominal
2006-12-01,Otros servicios, 2975.0268,Nominal
2007-03-01,Otros servicios, 2725.9117,Nominal
2007-06-01,Otros servicios, 2799.9769,Nominal
2007-09-01,Otros servicios, 2959.9071,Nominal
2007-12-01,Otros servicios, 3468.7645,Nominal
2008-03-01,Otros servicios, 3238.3839,Nominal
2008-06-01,Otros servicios, 3455.0191,Nominal
2008-09-01,Otros servicios, 3547.0502,Nominal
2008-12-01,Otros servicios, 3941.3573,Nominal
2009-03-01,Otros servicios, 3411.8621,Nominal
2009-06-01,Otros servicios, 3791.4444,Nominal
2009-09-01,Otros servicios, 3793.9047,Nominal
2009-12-01,Otros servicios, 4293.1658,Nominal
2010-03-01,Otros servicios, 3850.0640,Nominal
2010-06-01,Otros servicios, 4063.8825,Nominal
2010-09-01,Otros servicios, 4269.8198,Nominal
2010-12-01,Otros servicios, 4779.9238,Nominal
2011-03-01,Otros servicios, 4133.2365,Nominal
2011-06-01,Otros servicios, 4187.1739,Nominal
2011-09-01,Otros servicios, 4522.6398,Nominal
2011-12-01,Otros servicios, 4895.8585,Nominal
2012-03-01,Otros servicios, 4596.5574,Nominal
2012-06-01,Otros servicios, 4945.5992,Nominal
2012-09-01,Otros servicios, 5082.9451,Nominal
2012-12-01,Otros servicios, 5565.2109,Nominal
2013-03-01,Otros servicios, 5373.1196,Nominal
2013-06-01,Otros servicios, 5684.3937,Nominal
2013-09-01,Otros servicios, 5517.9801,Nominal
2013-12-01,Otros servicios, 5647.7015,Nominal
2014-03-01,Otros servicios, 5954.2644,Nominal
2014-06-01,Otros servicios, 6276.1950,Nominal
2014-09-01,Otros servicios, 6214.3529,Nominal
2014-12-01,Otros servicios, 6618.3532,Nominal
2015-03-01,Otros servicios, 6584.6334,Nominal
2015-06-01,Otros servicios, 6777.6978,Nominal
2015-09-01,Otros servicios, 6948.5895,Nominal
2015-12-01,Otros servicios, 7326.5198,Nominal
2016-03-01,Otros servicios, 7607.4288,Nominal
2016-06-01,Otros servicios, 7870.2370,Nominal
2016-09-01,Otros servicios, 7421.5202,Nominal
2016-12-01,Otros servicios,  7881.8974,Nominal
2017-03-01,Otros servicios,  8191.4257,Nominal
2017-06-01,Otros servicios, 8241.8484,Nominal
2017-09-01,Otros servicios,  7880.1132,Nominal
2017-12-01,Otros servicios,  8397.8305,Nominal
2018-03-01,Otros servicios,  8351.0442,Nominal
2018-06-01,Otros servicios, 8357.2937,Nominal
2018-09-01,Otros servicios,  7818.9881,Nominal
2018-12-01,Otros servicios,  8207.6148,Nominal
2019-03-01,Otros servicios,  8604.2081,Nominal
2019-06-01,Otros servicios,  8379.8180,Nominal
2019-09-01,Otros servicios,  7689.1567,Nominal
2019-12-01,Otros servicios,  8244.8905,Nominal
2020-03-01,Otros servicios,  8740.1712,Nominal
2020-06-01,Otros servicios, 8370.5164,Nominal
2020-09-01,Otros servicios,  7674.5959,Nominal
2006-03-01,Producto interno bruto,29028.0590,Real
2006-06-01,Producto interno bruto,28612.94934,Real
2006-09-01,Producto interno bruto,29738.7977,Real
2006-12-01,Producto interno bruto,31457.9041,Real
2007-03-01,Producto interno bruto,30079.6987,Real
2007-06-01,Producto interno bruto,29987.8675,Real
2007-09-01,Producto interno bruto,31305.3348,Real
2007-12-01,Producto interno bruto,33497.4296,Real
2008-03-01,Producto interno bruto,31789.9457,Real
2008-06-01,Producto interno bruto,32174.9458,Real
2008-09-01,Producto interno bruto,32599.4117,Real
2008-12-01,Producto interno bruto,32596.2186,Real
2009-03-01,Producto interno bruto,30160.9654,Real
2009-06-01,Producto interno bruto,30238.0932,Real
2009-09-01,Producto interno bruto,31526.1358,Real
2009-12-01,Producto interno bruto,32982.5039,Real
2010-03-01,Producto interno bruto,31304.8943,Real
2010-06-01,Producto interno bruto,31201.2892,Real
2010-09-01,Producto interno bruto,33099.9444,Real
2010-12-01,Producto interno bruto,34810.1236,Real
2011-03-01,Producto interno bruto,33002.0309,Real
2011-06-01,Producto interno bruto,33686.1026,Real
2011-09-01,Producto interno bruto,35286.4117,Real
2011-12-01,Producto interno bruto,36679.6909,Real
2012-03-01,Producto interno bruto,35977.9399,Real
2012-06-01,Producto interno bruto,35182.3369,Real
2012-09-01,Producto interno bruto,36853.0247,Real
2012-12-01,Producto interno bruto,39648.1030,Real
2013-03-01,Producto interno bruto,37239.4655,Real
2013-06-01,Producto interno bruto,37760.7969,Real
2013-09-01,Producto interno bruto,39029.8088,Real
2013-12-01,Producto interno bruto,40906.7497,Real
2014-03-01,Producto interno bruto,39467.8259,Real
2014-06-01,Producto interno bruto,39141.6991,Real
2014-09-01,Producto interno bruto,40444.5859,Real
2014-12-01,Producto interno bruto,43297.1499,Real
2015-03-01,Producto interno bruto,40978.8627,Real
2015-06-01,Producto interno bruto,40216.6690,Real
2015-09-01,Producto interno bruto,42782.2286,Real
2015-12-01,Producto interno bruto,46153.8074,Real
2016-03-01,Producto interno bruto,42578.9745,Real
2016-06-01,Producto interno bruto,42982.9889,Real
2016-09-01,Producto interno bruto,44429.5842,Real
2016-12-01,Producto interno bruto,47903.3744,Real
2017-03-01,Producto interno bruto,45548.5502,Real
2017-06-01,Producto interno bruto,44820.7944,Real
2017-09-01,Producto interno bruto,45970.8441,Real
2017-12-01,Producto interno bruto,49793.4163,Real
2018-03-01,Producto interno bruto,46810.8996,Real
2018-06-01,Producto interno bruto,42420.8788,Real
2018-09-01,Producto interno bruto,43628.3688,Real
2018-12-01,Producto interno bruto,45920.4741,Real
2019-03-01,Producto interno bruto,42640.4891,Real
2019-06-01,Producto interno bruto,41091.5840,Real
2019-09-01,Producto interno bruto,42198.7853,Real
2019-12-01,Producto interno bruto,45914.9994,Real
2020-03-01,Producto interno bruto,43339.3468,Real
2020-06-01,Producto interno bruto,38027.9900,Real
2020-09-01,Producto interno bruto,41063.5074,Real
2006-03-01,más: Impuestos netos a los productos, 2704.3742,Real
2006-06-01,más: Impuestos netos a los productos, 2699.12994,Real
2006-09-01,más: Impuestos netos a los productos, 2827.3288,Real
2006-12-01,más: Impuestos netos a los productos, 3017.1266,Real
2007-03-01,más: Impuestos netos a los productos, 2868.1382,Real
2007-06-01,más: Impuestos netos a los productos, 2855.5791,Real
2007-09-01,más: Impuestos netos a los productos, 3053.2028,Real
2007-12-01,más: Impuestos netos a los productos, 3292.1997,Real
2008-03-01,más: Impuestos netos a los productos, 3082.8306,Real
2008-06-01,más: Impuestos netos a los productos, 3092.1562,Real
2008-09-01,más: Impuestos netos a los productos, 3047.1540,Real
2008-12-01,más: Impuestos netos a los productos, 3130.4925,Real
2009-03-01,más: Impuestos netos a los productos, 2884.1587,Real
2009-06-01,más: Impuestos netos a los productos, 2945.4169,Real
2009-09-01,más: Impuestos netos a los productos, 3059.5162,Real
2009-12-01,más: Impuestos netos a los productos, 3160.1926,Real
2010-03-01,más: Impuestos netos a los productos, 2937.6450,Real
2010-06-01,más: Impuestos netos a los productos, 2946.0240,Real
2010-09-01,más: Impuestos netos a los productos, 3103.4553,Real
2010-12-01,más: Impuestos netos a los productos, 3199.7165,Real
2011-03-01,más: Impuestos netos a los productos, 3280.4807,Real
2011-06-01,más: Impuestos netos a los productos, 3307.7624,Real
2011-09-01,más: Impuestos netos a los productos, 3436.3816,Real
2011-12-01,más: Impuestos netos a los productos, 3361.0383,Real
2012-03-01,más: Impuestos netos a los productos, 3706.5611,Real
2012-06-01,más: Impuestos netos a los productos, 3630.3781,Real
2012-09-01,más: Impuestos netos a los productos, 3571.9154,Real
2012-12-01,más: Impuestos netos a los productos, 3652.5227,Real
2013-03-01,más: Impuestos netos a los productos, 3517.4395,Real
2013-06-01,más: Impuestos netos a los productos, 3696.6845,Real
2013-09-01,más: Impuestos netos a los productos, 3787.1006,Real
2013-12-01,más: Impuestos netos a los productos, 3972.1980,Real
2014-03-01,más: Impuestos netos a los productos, 3752.0394,Real
2014-06-01,más: Impuestos netos a los productos, 3800.5402,Real
2014-09-01,más: Impuestos netos a los productos, 3928.6702,Real
2014-12-01,más: Impuestos netos a los productos, 4161.7906,Real
2015-03-01,más: Impuestos netos a los productos, 4071.5261,Real
2015-06-01,más: Impuestos netos a los productos, 3981.9684,Real
2015-09-01,más: Impuestos netos a los productos, 4368.4568,Real
2015-12-01,más: Impuestos netos a los productos, 4564.3115,Real
2016-03-01,más: Impuestos netos a los productos, 4277.8371,Real
2016-06-01,más: Impuestos netos a los productos, 4198.9240,Real
2016-09-01,más: Impuestos netos a los productos, 4577.9588,Real
2016-12-01,más: Impuestos netos a los productos, 4829.5947,Real
2017-03-01,más: Impuestos netos a los productos, 4392.2152,Real
2017-06-01,más: Impuestos netos a los productos, 4337.5515,Real
2017-09-01,más: Impuestos netos a los productos, 4681.6387,Real
2017-12-01,más: Impuestos netos a los productos, 5044.2088,Real
2018-03-01,más: Impuestos netos a los productos, 4598.1539,Real
2018-06-01,más: Impuestos netos a los productos, 4106.2116,Real
2018-09-01,más: Impuestos netos a los productos, 4046.2192,Real
2018-12-01,más: Impuestos netos a los productos, 4200.8030,Real
2019-03-01,más: Impuestos netos a los productos, 4053.0078,Real
2019-06-01,más: Impuestos netos a los productos, 4113.1512,Real
2019-09-01,más: Impuestos netos a los productos, 4182.3978,Real
2019-12-01,más: Impuestos netos a los productos, 4284.5545,Real
2020-03-01,más: Impuestos netos a los productos, 4284.9988,Real
2020-06-01,más: Impuestos netos a los productos, 3912.2187,Real
2020-09-01,más: Impuestos netos a los productos, 4090.1897,Real
2006-03-01,Agricultura, 2204.8386,Real
2006-06-01,Agricultura, 2070.59548,Real
2006-09-01,Agricultura, 2388.8739,Real
2006-12-01,Agricultura, 2830.9631,Real
2007-03-01,Agricultura, 2030.4566,Real
