date,var,amount
2010-02-01,Industria manufacturera,4659.851
2010-03-01,Industria manufacturera,4791.701
2010-04-01,Industria manufacturera,4786.175
2010-05-01,Industria manufacturera,5261.646
2010-06-01,Industria manufacturera,4801.77
2010-07-01,Industria manufacturera,5518.879
2010-08-01,Industria manufacturera,4955.18
2010-09-01,Industria manufacturera,4894.283
2010-10-01,Industria manufacturera,5242.3
2010-11-01,Industria manufacturera,4826.69
2010-12-01,Industria manufacturera,5328.92
2011-01-01,Industria manufacturera,5392.567
2011-02-01,Industria manufacturera,4968.886
2011-03-01,Industria manufacturera,5120.957
2011-04-01,Industria manufacturera,5503.0604
2011-05-01,Industria manufacturera,5015.668
2011-06-01,Industria manufacturera,5051.011
2011-07-01,Industria manufacturera,6033.03
2011-08-01,Industria manufacturera,5199.271
2011-09-01,Industria manufacturera,5419.497
2011-10-01,Industria manufacturera,5907.874
2011-11-01,Industria manufacturera,5103.919
2011-12-01,Industria manufacturera,5845.748
2012-01-01,Industria manufacturera,5375.942
2012-02-01,Industria manufacturera,5323.96
2012-03-01,Industria manufacturera,5990.22
2012-04-01,Industria manufacturera,5484.722
2012-05-01,Industria manufacturera,5473.527
2012-06-01,Industria manufacturera,6003.822
2012-07-01,Industria manufacturera,5945.658
2012-08-01,Industria manufacturera,5771.5574
2012-09-01,Industria manufacturera,6186.61
2012-10-01,Industria manufacturera,5697.16
2012-11-01,Industria manufacturera,5630.805
2012-12-01,Industria manufacturera,6649.527
2013-01-01,Industria manufacturera,5894.1999
2013-02-01,Industria manufacturera,6164.136
2013-03-01,Industria manufacturera,6599.039
2013-04-01,Industria manufacturera,6113.307
2013-05-01,Industria manufacturera,6212.049
2013-06-01,Industria manufacturera,6543.863
2013-07-01,Industria manufacturera,6661.741
2013-08-01,Industria manufacturera,6688.078
2013-09-01,Industria manufacturera,6163.632
