date,var,amount,type
2006-01-01,Asegurados INSS,4103.0056,Nominal
2006-02-01,Asegurados INSS,4051.9478,Nominal
2006-03-01,Asegurados INSS,4150.4722,Nominal
2006-04-01,Asegurados INSS,4213.2791,Nominal
2006-05-01,Asegurados INSS,4121.3832,Nominal
2006-06-01,Asegurados INSS,4123.5516,Nominal
2006-07-01,Asegurados INSS,4294.1,Nominal
2006-08-01,Asegurados INSS,4253.51,Nominal
2006-09-01,Asegurados INSS,4245.26,Nominal
2006-10-01,Asegurados INSS,4197,Nominal
2006-11-01,Asegurados INSS,4215.78,Nominal
2006-12-01,Asegurados INSS,4486.802,Nominal
2007-01-01,Asegurados INSS,4400.624,Nominal
2007-02-01,Asegurados INSS,4301.46,Nominal
2007-03-01,Asegurados INSS,4455.29,Nominal
2007-04-01,Asegurados INSS,4457.24,Nominal
2007-05-01,Asegurados INSS,4422.68,Nominal
2007-06-01,Asegurados INSS,4570.95,Nominal
2007-07-01,Asegurados INSS,4725.79,Nominal
2007-08-01,Asegurados INSS,4612.998,Nominal
2007-09-01,Asegurados INSS,4661.49,Nominal
2007-10-01,Asegurados INSS,4608.25,Nominal
2007-11-01,Asegurados INSS,4567.67,Nominal
2007-12-01,Asegurados INSS,5057.28,Nominal
2008-01-01,Asegurados INSS,4818.14,Nominal
2008-02-01,Asegurados INSS,4841.42,Nominal
2008-03-01,Asegurados INSS,5117.93,Nominal
2008-04-01,Asegurados INSS,5075.2987,Nominal
2008-05-01,Asegurados INSS,5144.3402,Nominal
2008-06-01,Asegurados INSS,5140.9039,Nominal
2008-07-01,Asegurados INSS,5263.1543,Nominal
2008-08-01,Asegurados INSS,5430.295,Nominal
2008-09-01,Asegurados INSS,5364.8327,Nominal
2008-10-01,Asegurados INSS,5472.5056,Nominal
2008-11-01,Asegurados INSS,5642.6702,Nominal
2008-12-01,Asegurados INSS,5815.0247,Nominal
2009-01-01,Asegurados INSS,4703.1563,Nominal
2009-02-01,Asegurados INSS,5735.5306,Nominal
2009-03-01,Asegurados INSS,5673.8147,Nominal
2009-04-01,Asegurados INSS,5891.1469,Nominal
2009-05-01,Asegurados INSS,6251.6648,Nominal
2009-06-01,Asegurados INSS,5869.964,Nominal
2009-07-01,Asegurados INSS,5824.09,Nominal
2009-08-01,Asegurados INSS,5826.26,Nominal
2009-09-01,Asegurados INSS,5811.29,Nominal
2009-10-01,Asegurados INSS,5886.83,Nominal
2009-11-01,Asegurados INSS,5711.15,Nominal
2009-12-01,Asegurados INSS,6066.239,Nominal
2010-01-01,Asegurados INSS,6036.17,Nominal
2010-02-01,Asegurados INSS,5844.64,Nominal
2010-03-01,Asegurados INSS,6002.57,Nominal
2010-04-01,Asegurados INSS,6014.66,Nominal
2010-05-01,Asegurados INSS,6203.47,Nominal
2010-06-01,Asegurados INSS,6070.837,Nominal
2010-07-01,Asegurados INSS,6303.6365,Nominal
2010-08-01,Asegurados INSS,6144.339,Nominal
2010-09-01,Asegurados INSS,6212.585,Nominal
2010-10-01,Asegurados INSS,6322.2495,Nominal
2010-11-01,Asegurados INSS,6238.5682,Nominal
2010-12-01,Asegurados INSS,6553.5273,Nominal
2011-01-01,Asegurados INSS,6494.905,Nominal
2011-02-01,Asegurados INSS,6336.153,Nominal
2011-03-01,Asegurados INSS,6465.3041,Nominal
2011-04-01,Asegurados INSS,6655.4415,Nominal
2011-05-01,Asegurados INSS,6479.1633,Nominal
2011-06-01,Asegurados INSS,6555.2056,Nominal
2011-07-01,Asegurados INSS,6854.918,Nominal
2011-08-01,Asegurados INSS,6684.858,Nominal
2011-09-01,Asegurados INSS,6767.468,Nominal
2011-10-01,Asegurados INSS,6926.94,Nominal
2011-11-01,Asegurados INSS,6659.385,Nominal
2011-12-01,Asegurados INSS,7164.54278,Nominal
2012-01-01,Asegurados INSS,6888.85891509714,Nominal
2012-02-01,Asegurados INSS,6821.00140338077,Nominal
2012-03-01,Asegurados INSS,7166.617,Nominal
2012-04-01,Asegurados INSS,7045.038,Nominal
2012-05-01,Asegurados INSS,7024.874,Nominal
2012-06-01,Asegurados INSS,7257.75525649613,Nominal
2012-07-01,Asegurados INSS,7196.12831921874,Nominal
2012-08-01,Asegurados INSS,7183.53277790227,Nominal
2012-09-01,Asegurados INSS,7347.66061722582,Nominal
2012-10-01,Asegurados INSS,7237.10639151874,Nominal
2012-11-01,Asegurados INSS,7190.81499579859,Nominal
2012-12-01,Asegurados INSS,7709.7377,Nominal
2013-01-01,Asegurados INSS,7366.804,Nominal
2013-02-01,Asegurados INSS,7383.617,Nominal
2013-03-01,Asegurados INSS,7632.005,Nominal
2013-04-01,Asegurados INSS,7567.289,Nominal
2013-05-01,Asegurados INSS,7614.712,Nominal
2013-06-01,Asegurados INSS,7708.798,Nominal
2013-07-01,Asegurados INSS,7749.694,Nominal
2013-08-01,Asegurados INSS,7819.745,Nominal
2013-09-01,Asegurados INSS,7761.003,Nominal
2013-10-01,Asegurados INSS,7804.037,Nominal
2013-11-01,Asegurados INSS,7889.3707,Nominal
2013-12-01,Asegurados INSS,8158.7731,Nominal
2014-01-01,Asegurados INSS,7960.6744,Nominal
2014-02-01,Asegurados INSS,8072.2795,Nominal
2014-03-01,Asegurados INSS,8210.0605,Nominal
2014-04-01,Asegurados INSS,8264.7564,Nominal
2014-05-01,Asegurados INSS,8384.5131,Nominal
2014-06-01,Asegurados INSS,8167.3429,Nominal
2014-07-01,Asegurados INSS,8403.9767,Nominal
2014-08-01,Asegurados INSS,8358.6457,Nominal
2014-09-01,Asegurados INSS,8335.5643,Nominal
2014-10-01,Asegurados INSS,8322.4109,Nominal
2014-11-01,Asegurados INSS,8427.3242,Nominal
2014-12-01,Asegurados INSS,8767.923,Nominal
2015-01-01,Asegurados INSS,8638.2947,Nominal
2015-02-01,Asegurados INSS,8575.1741,Nominal
2015-03-01,Asegurados INSS,8752.9876,Nominal
2015-04-01,Asegurados INSS,8736.741,Nominal
2015-05-01,Asegurados INSS,8878.1447,Nominal
2015-06-01,Asegurados INSS,8707.6743,Nominal
2015-07-01,Asegurados INSS,8908.6867,Nominal
2015-08-01,Asegurados INSS,8874.6844,Nominal
2015-09-01,Asegurados INSS,8857.0307,Nominal
2015-10-01,Asegurados INSS,9008.7138,Nominal
2015-11-01,Asegurados INSS,8775.3091,Nominal
2015-12-01,Asegurados INSS,9252.189,Nominal
2016-01-01,Asegurados INSS,9094.405,Nominal
2016-02-01,Asegurados INSS,8995.765,Nominal
2016-03-01,Asegurados INSS,9354.4702,Nominal
2016-04-01,Asegurados INSS,9501.0371,Nominal
2016-05-01,Asegurados INSS,9306.8092,Nominal
2016-06-01,Asegurados INSS,9250.7463,Nominal
2016-07-01,Asegurados INSS,9593.1229,Nominal
2016-08-01,Asegurados INSS,9300.7169,Nominal
2016-09-01,Asegurados INSS,9425.4739,Nominal
2016-10-01,Asegurados INSS,9510.3424,Nominal
2016-11-01,Asegurados INSS,9340.0419,Nominal
2016-12-01,Asegurados INSS,9953.335,Nominal
2017-01-01,Asegurados INSS,9463.138,Nominal
2017-02-01,Asegurados INSS,9606.1889,Nominal
2017-03-01,Asegurados INSS,9668.4835,Nominal
2017-04-01,Asegurados INSS,10035.2706,Nominal
2017-05-01,Asegurados INSS,9837.0645,Nominal
2017-06-01,Asegurados INSS,9771.307,Nominal
2017-07-01,Asegurados INSS,10073.6198,Nominal
2017-08-01,Asegurados INSS,9865.8299,Nominal
2017-09-01,Asegurados INSS,10015.4526,Nominal
2017-10-01,Asegurados INSS,9904.12,Nominal
2017-11-01,Asegurados INSS,9908.95,Nominal
2017-12-01,Asegurados INSS,10618.2728,Nominal
2018-01-01,Asegurados INSS,10209.3299,Nominal
2018-02-01,Asegurados INSS,10395.2987,Nominal
2018-03-01,Asegurados INSS,10737.7974,Nominal
2018-04-01,Asegurados INSS,10874.7111,Nominal
2018-05-01,Asegurados INSS,10704.0466,Nominal
2018-06-01,Asegurados INSS,10856.495,Nominal
2018-07-01,Asegurados INSS,10901.7228,Nominal
2018-08-01,Asegurados INSS,10890.5586,Nominal
2018-09-01,Asegurados INSS,11179.7048,Nominal
2018-10-01,Asegurados INSS,10970.9623,Nominal
2018-11-01,Asegurados INSS,10903.7823,Nominal
2018-12-01,Asegurados INSS,11663.0794,Nominal
2019-01-01,Asegurados INSS,11110.9592,Nominal
2019-02-01,Asegurados INSS,10941.6542,Nominal
2019-03-01,Asegurados INSS,11329.5,Nominal
2019-04-01,Asegurados INSS,11119.748,Nominal
2019-05-01,Asegurados INSS,11232.6181,Nominal
2019-06-01,Asegurados INSS,11524.3745,Nominal
2019-07-01,Asegurados INSS,11524.8951,Nominal
2019-08-01,Asegurados INSS,11665.8466,Nominal
2019-09-01,Asegurados INSS,11439.3247,Nominal
2019-10-01,Asegurados INSS,11374.4512,Nominal
2019-11-01,Asegurados INSS,11492.2772,Nominal
2019-12-01,Asegurados INSS,11855.4562,Nominal
2020-01-01,Asegurados INSS,11428.0986,Nominal
2020-02-01,Asegurados INSS,11555.6462,Nominal
2020-03-01,Asegurados INSS,11600.7346,Nominal
2020-04-01,Asegurados INSS,11380.3207,Nominal
2020-05-01,Asegurados INSS,11560.8289,Nominal
2020-06-01,Asegurados INSS,11527.6216,Nominal
2020-07-01,Asegurados INSS,11790.0767,Nominal
2020-08-01,Asegurados INSS,11995.6036,Nominal
2020-09-01,Asegurados INSS,11839.1448,Nominal
2020-10-01,Asegurados INSS,12014.7789,Nominal
2020-11-01,Asegurados INSS,11698.2503,Nominal
2006-01-01,Gobierno Central,4693.3542,Nominal
2006-02-01,Gobierno Central,4769.2888,Nominal
2006-03-01,Gobierno Central,4949.0717,Nominal
2006-04-01,Gobierno Central,4967.7398,Nominal
2006-05-01,Gobierno Central,4967.7756,Nominal
2006-06-01,Gobierno Central,4998.4625,Nominal
2006-07-01,Gobierno Central,5029.2051,Nominal
2006-08-01,Gobierno Central,5329.5515,Nominal
2006-09-01,Gobierno Central,5344.103,Nominal
2006-10-01,Gobierno Central,5369.4834,Nominal
2006-11-01,Gobierno Central,5412.0809,Nominal
2006-12-01,Gobierno Central,5412.2012,Nominal
2007-01-01,Gobierno Central,5262.0397,Nominal
2007-02-01,Gobierno Central,5336.3053,Nominal
2007-03-01,Gobierno Central,5352.9124,Nominal
2007-04-01,Gobierno Central,5432.792,Nominal
2007-05-01,Gobierno Central,5659.8565,Nominal
2007-06-01,Gobierno Central,4600.2409,Nominal
2007-07-01,Gobierno Central,4713.5566,Nominal
2007-08-01,Gobierno Central,4734.9972,Nominal
2007-09-01,Gobierno Central,4738.9565,Nominal
2007-10-01,Gobierno Central,4739.5631,Nominal
2007-11-01,Gobierno Central,4682.0674,Nominal
2007-12-01,Gobierno Central,4681.1918,Nominal
2008-01-01,Gobierno Central,4673.9874,Nominal
2008-02-01,Gobierno Central,4699.4782,Nominal
2008-03-01,Gobierno Central,5258.575,Nominal
2008-04-01,Gobierno Central,5265.98,Nominal
2008-05-01,Gobierno Central,5267.3161,Nominal
2008-06-01,Gobierno Central,5299.4557,Nominal
2008-07-01,Gobierno Central,5307.5644,Nominal
2008-08-01,Gobierno Central,5305.5634,Nominal
2008-09-01,Gobierno Central,5339.6127,Nominal
2008-10-01,Gobierno Central,5321.0679,Nominal
2008-11-01,Gobierno Central,5316.452,Nominal
2008-12-01,Gobierno Central,5321.2768,Nominal
2009-01-01,Gobierno Central,5318.9525,Nominal
2009-02-01,Gobierno Central,5328.0964,Nominal
2009-03-01,Gobierno Central,5333.1653,Nominal
2009-04-01,Gobierno Central,5831.7436,Nominal
2009-05-01,Gobierno Central,5854.0125,Nominal
2009-06-01,Gobierno Central,5885.9912,Nominal
2009-07-01,Gobierno Central,5882.2885,Nominal
2009-08-01,Gobierno Central,5873.3167,Nominal
2009-09-01,Gobierno Central,5899.5427,Nominal
2009-10-01,Gobierno Central,5900.1797,Nominal
2009-11-01,Gobierno Central,5912.716,Nominal
2009-12-01,Gobierno Central,5927.4842,Nominal
2010-01-01,Gobierno Central,5928.9736,Nominal
2010-02-01,Gobierno Central,5934.6891,Nominal
2010-03-01,Gobierno Central,6030.9426,Nominal
2010-04-01,Gobierno Central,6014.318,Nominal
2010-05-01,Gobierno Central,6123.635,Nominal
2010-06-01,Gobierno Central,6136.834,Nominal
2010-07-01,Gobierno Central,6174.7329,Nominal
2010-08-01,Gobierno Central,6174.8468,Nominal
2010-09-01,Gobierno Central,6178.9945,Nominal
2010-10-01,Gobierno Central,6179.4239,Nominal
2010-11-01,Gobierno Central,6173.9426,Nominal
2010-12-01,Gobierno Central,6177.9193,Nominal
2011-01-01,Gobierno Central,6179.5032,Nominal
2011-02-01,Gobierno Central,6146.8052,Nominal
2011-03-01,Gobierno Central,6411.1031,Nominal
2011-04-01,Gobierno Central,6567.7863,Nominal
2011-05-01,Gobierno Central,6556.2163,Nominal
2011-06-01,Gobierno Central,6560.2632,Nominal
2011-07-01,Gobierno Central,6685.964,Nominal
2011-08-01,Gobierno Central,6680.629,Nominal
2011-09-01,Gobierno Central,6690.9861,Nominal
2011-10-01,Gobierno Central,6689.316,Nominal
2011-11-01,Gobierno Central,6688.5844,Nominal
2011-12-01,Gobierno Central,6696.1081,Nominal
2012-01-01,Gobierno Central,6680.6455,Nominal
2012-02-01,Gobierno Central,6704.1331,Nominal
2012-03-01,Gobierno Central,7192.511,Nominal
2012-04-01,Gobierno Central,7189.1061,Nominal
2012-05-01,Gobierno Central,7216.9624,Nominal
2012-06-01,Gobierno Central,7225.2569,Nominal
2012-07-01,Gobierno Central,7268.1145,Nominal
2012-08-01,Gobierno Central,7259.0376,Nominal
2012-09-01,Gobierno Central,7269.3785,Nominal
2012-10-01,Gobierno Central,7269.5093,Nominal
2012-11-01,Gobierno Central,7275.9441,Nominal
2012-12-01,Gobierno Central,7290.0916,Nominal
2013-01-01,Gobierno Central,7348.5791,Nominal
2013-02-01,Gobierno Central,7408.1211,Nominal
2013-03-01,Gobierno Central,7945.5916,Nominal
2013-04-01,Gobierno Central,7939.0117,Nominal
2013-05-01,Gobierno Central,7930.5127,Nominal
2013-06-01,Gobierno Central,7965.1611,Nominal
2013-07-01,Gobierno Central,7991.5761,Nominal
2013-08-01,Gobierno Central,7994.0206,Nominal
2013-09-01,Gobierno Central,8011.916,Nominal
2013-10-01,Gobierno Central,8012.6131,Nominal
2013-11-01,Gobierno Central,8013.0503,Nominal
2013-12-01,Gobierno Central,8021.7773,Nominal
2014-01-01,Gobierno Central,8056.2674,Nominal
2014-02-01,Gobierno Central,8644.8575,Nominal
2014-03-01,Gobierno Central,8640.1379,Nominal
2014-04-01,Gobierno Central,8570.8403,Nominal
2014-05-01,Gobierno Central,8586.4515,Nominal
2014-06-01,Gobierno Central,8593.27,Nominal
2014-07-01,Gobierno Central,8627.8431,Nominal
2014-08-01,Gobierno Central,8634.6503,Nominal
2014-09-01,Gobierno Central,8645.2474,Nominal
2014-10-01,Gobierno Central,8638.4655,Nominal
2014-11-01,Gobierno Central,8637.4057,Nominal
2014-12-01,Gobierno Central,8631.5437,Nominal
2015-01-01,Gobierno Central,8632.0733,Nominal
2015-02-01,Gobierno Central,9214.7693,Nominal
2015-03-01,Gobierno Central,9220.2882,Nominal
2015-04-01,Gobierno Central,9193.6525,Nominal
2015-05-01,Gobierno Central,9156.765,Nominal
2015-06-01,Gobierno Central,9188.362,Nominal
2015-07-01,Gobierno Central,9201.3707,Nominal
2015-08-01,Gobierno Central,9222.2869,Nominal
2015-09-01,Gobierno Central,9255.8153,Nominal
2015-10-01,Gobierno Central,9263.2525,Nominal
2015-11-01,Gobierno Central,9266.4081,Nominal
2015-12-01,Gobierno Central,9273.6531,Nominal
2016-01-01,Gobierno Central,9264.8434,Nominal
2016-02-01,Gobierno Central,10204.5571,Nominal
2016-03-01,Gobierno Central,10193.5669,Nominal
2016-04-01,Gobierno Central,10159.2653,Nominal
2016-05-01,Gobierno Central,10179.2656,Nominal
2016-06-01,Gobierno Central,10198.3078,Nominal
2016-07-01,Gobierno Central,10217.7468,Nominal
2016-08-01,Gobierno Central,10219.4825,Nominal
2016-09-01,Gobierno Central,10231.0866,Nominal
2016-10-01,Gobierno Central,10228.2825,Nominal
2016-11-01,Gobierno Central,10232.4449,Nominal
2016-12-01,Gobierno Central,10239.4327,Nominal
2017-01-01,Gobierno Central,10206.3253,Nominal
2017-02-01,Gobierno Central,11011.6107,Nominal
2017-03-01,Gobierno Central,11003.7125,Nominal
2017-04-01,Gobierno Central,10957.7392,Nominal
2017-05-01,Gobierno Central,10981.7313,Nominal
2017-06-01,Gobierno Central,10986.3452,Nominal
2017-07-01,Gobierno Central,11002.5482,Nominal
2017-08-01,Gobierno Central,11012.8282,Nominal
2017-09-01,Gobierno Central,11024.6068,Nominal
2017-10-01,Gobierno Central,11025.6078,Nominal
2017-11-01,Gobierno Central,11018.2181,Nominal
2017-12-01,Gobierno Central,11029.5902,Nominal
2018-01-01,Gobierno Central,11027.9076,Nominal
2018-02-01,Gobierno Central,11724.3379,Nominal
2018-03-01,Gobierno Central,11634.8158,Nominal
2018-04-01,Gobierno Central,11638.0534,Nominal
2018-05-01,Gobierno Central,11717.5677,Nominal
2018-06-01,Gobierno Central,11716.1136,Nominal
2018-07-01,Gobierno Central,11732.7362,Nominal
2018-08-01,Gobierno Central,11726.9406,Nominal
2018-09-01,Gobierno Central,11749.364,Nominal
2018-10-01,Gobierno Central,11749.3644,Nominal
2018-11-01,Gobierno Central,11741.6035,Nominal
2018-12-01,Gobierno Central,11746.8135,Nominal
2019-01-01,Gobierno Central,11745.2101,Nominal
2019-02-01,Gobierno Central,11761.2183,Nominal
2019-03-01,Gobierno Central,11743.118,Nominal
2019-04-01,Gobierno Central,11701.0369,Nominal
2019-05-01,Gobierno Central,11753.0072,Nominal
2019-06-01,Gobierno Central,11750.3074,Nominal
2019-07-01,Gobierno Central,11772.9186,Nominal
2019-08-01,Gobierno Central,11781.8717,Nominal
2019-09-01,Gobierno Central,11793.3924,Nominal
2019-10-01,Gobierno Central,11798.3185,Nominal
2019-11-01,Gobierno Central,11777.9502,Nominal
2019-12-01,Gobierno Central,11791.2921,Nominal
2020-01-01,Gobierno Central,11798.3574,Nominal
2020-02-01,Gobierno Central,11833.3001,Nominal
2020-03-01,Gobierno Central,11818.5238,Nominal
2020-04-01,Gobierno Central,11810.4895,Nominal
2020-05-01,Gobierno Central,11854.568,Nominal
2020-06-01,Gobierno Central,11855.7589,Nominal
2020-07-01,Gobierno Central,11876.6064,Nominal
2020-08-01,Gobierno Central,11879.2939,Nominal
2020-09-01,Gobierno Central,11892.574,Nominal
2020-10-01,Gobierno Central,11880.5378,Nominal
2020-11-01,Gobierno Central,11851.2195,Nominal
2006-01-01,Salario del empleo formal,4631,Nominal
2006-02-01,Salario del empleo formal,4662,Nominal
2006-03-01,Salario del empleo formal,4780,Nominal
2006-04-01,Salario del empleo formal,4808,Nominal
2006-05-01,Salario del empleo formal,4808,Nominal
2006-06-01,Salario del empleo formal,4825,Nominal
2006-07-01,Salario del empleo formal,4861,Nominal
2006-08-01,Salario del empleo formal,4884,Nominal
2006-09-01,Salario del empleo formal,4892,Nominal
2006-10-01,Salario del empleo formal,4894,Nominal
2006-11-01,Salario del empleo formal,4912,Nominal
2006-12-01,Salario del empleo formal,4926,Nominal
2007-01-01,Salario del empleo formal,5000,Nominal
2007-02-01,Salario del empleo formal,5000,Nominal
2007-03-01,Salario del empleo formal,5039,Nominal
2007-04-01,Salario del empleo formal,5054,Nominal
2007-05-01,Salario del empleo formal,5228,Nominal
2007-06-01,Salario del empleo formal,4787,Nominal
2007-07-01,Salario del empleo formal,4857,Nominal
2007-08-01,Salario del empleo formal,4870,Nominal
2007-09-01,Salario del empleo formal,4878,Nominal
2007-10-01,Salario del empleo formal,4909,Nominal
2007-11-01,Salario del empleo formal,4910,Nominal
2007-12-01,Salario del empleo formal,4954,Nominal
2008-01-01,Salario del empleo formal,4958,Nominal
2008-02-01,Salario del empleo formal,4958,Nominal
2008-03-01,Salario del empleo formal,5256,Nominal
2008-04-01,Salario del empleo formal,5285,Nominal
2008-05-01,Salario del empleo formal,5352,Nominal
2008-06-01,Salario del empleo formal,5382,Nominal
2008-07-01,Salario del empleo formal,5389,Nominal
2008-08-01,Salario del empleo formal,5440,Nominal
2008-09-01,Salario del empleo formal,5496,Nominal
2008-10-01,Salario del empleo formal,5501,Nominal
2008-11-01,Salario del empleo formal,5525,Nominal
2008-12-01,Salario del empleo formal,5561,Nominal
2009-01-01,Salario del empleo formal,5665,Nominal
2009-02-01,Salario del empleo formal,5731,Nominal
2009-03-01,Salario del empleo formal,5769,Nominal
2009-04-01,Salario del empleo formal,5851,Nominal
2009-05-01,Salario del empleo formal,6068,Nominal
2009-06-01,Salario del empleo formal,6085,Nominal
2009-07-01,Salario del empleo formal,6118,Nominal
2009-08-01,Salario del empleo formal,6140,Nominal
2009-09-01,Salario del empleo formal,6153,Nominal
2009-10-01,Salario del empleo formal,6172,Nominal
2009-11-01,Salario del empleo formal,6185,Nominal
2009-12-01,Salario del empleo formal,6187,Nominal
2010-01-01,Salario del empleo formal,6191,Nominal
2010-02-01,Salario del empleo formal,6195,Nominal
2010-03-01,Salario del empleo formal,6263,Nominal
2010-04-01,Salario del empleo formal,6271,Nominal
2010-05-01,Salario del empleo formal,6303,Nominal
2010-06-01,Salario del empleo formal,6343,Nominal
2010-07-01,Salario del empleo formal,6365,Nominal
2010-08-01,Salario del empleo formal,6366,Nominal
2010-09-01,Salario del empleo formal,6372,Nominal
2010-10-01,Salario del empleo formal,6377,Nominal
2010-11-01,Salario del empleo formal,6392,Nominal
2010-12-01,Salario del empleo formal,6398,Nominal
2011-01-01,Salario del empleo formal,6400,Nominal
2011-02-01,Salario del empleo formal,6469,Nominal
2011-03-01,Salario del empleo formal,6530,Nominal
2011-04-01,Salario del empleo formal,6612,Nominal
2011-05-01,Salario del empleo formal,6614,Nominal
2011-06-01,Salario del empleo formal,6621,Nominal
2011-07-01,Salario del empleo formal,6652,Nominal
2011-08-01,Salario del empleo formal,6678,Nominal
2011-09-01,Salario del empleo formal,6692,Nominal
2011-10-01,Salario del empleo formal,6697,Nominal
2011-11-01,Salario del empleo formal,6699,Nominal
2011-12-01,Salario del empleo formal,6715,Nominal
2012-01-01,Salario del empleo formal,6717,Nominal
2012-02-01,Salario del empleo formal,6718,Nominal
2012-03-01,Salario del empleo formal,6979,Nominal
2012-04-01,Salario del empleo formal,6984,Nominal
2012-05-01,Salario del empleo formal,6997,Nominal
2012-06-01,Salario del empleo formal,7017,Nominal
2012-07-01,Salario del empleo formal,7037,Nominal
2012-08-01,Salario del empleo formal,7065,Nominal
2012-09-01,Salario del empleo formal,7083,Nominal
2012-10-01,Salario del empleo formal,7084,Nominal
2012-11-01,Salario del empleo formal,7090,Nominal
2012-12-01,Salario del empleo formal,7098,Nominal
2013-01-01,Salario del empleo formal,7131,Nominal
2013-02-01,Salario del empleo formal,7156,Nominal
2013-03-01,Salario del empleo formal,7251,Nominal
2013-04-01,Salario del empleo formal,7340,Nominal
2013-05-01,Salario del empleo formal,7362,Nominal
2013-06-01,Salario del empleo formal,7532,Nominal
2013-07-01,Salario del empleo formal,7580,Nominal
2013-08-01,Salario del empleo formal,7589,Nominal
2013-09-01,Salario del empleo formal,7639,Nominal
2013-10-01,Salario del empleo formal,7640,Nominal
2013-11-01,Salario del empleo formal,7644,Nominal
2013-12-01,Salario del empleo formal,7689,Nominal
2014-01-01,Salario del empleo formal,7705,Nominal
2014-02-01,Salario del empleo formal,8017,Nominal
2014-03-01,Salario del empleo formal,8028,Nominal
2014-04-01,Salario del empleo formal,8040,Nominal
2014-05-01,Salario del empleo formal,8152,Nominal
2014-06-01,Salario del empleo formal,8199,Nominal
2014-07-01,Salario del empleo formal,8208,Nominal
2014-08-01,Salario del empleo formal,8239,Nominal
2014-09-01,Salario del empleo formal,8261,Nominal
2014-10-01,Salario del empleo formal,8275,Nominal
2014-11-01,Salario del empleo formal,8303,Nominal
2014-12-01,Salario del empleo formal,8337,Nominal
2015-01-01,Salario del empleo formal,8362,Nominal
2015-02-01,Salario del empleo formal,8515,Nominal
2015-03-01,Salario del empleo formal,8662,Nominal
2015-04-01,Salario del empleo formal,8704,Nominal
2015-05-01,Salario del empleo formal,8720,Nominal
2015-06-01,Salario del empleo formal,8748,Nominal
2015-07-01,Salario del empleo formal,8767,Nominal
2015-08-01,Salario del empleo formal,8781,Nominal
2015-09-01,Salario del empleo formal,8799,Nominal
2015-10-01,Salario del empleo formal,8816,Nominal
2015-11-01,Salario del empleo formal,8842,Nominal
2015-12-01,Salario del empleo formal,8853,Nominal
2016-01-01,Salario del empleo formal,8863,Nominal
2016-02-01,Salario del empleo formal,9225,Nominal
2016-03-01,Salario del empleo formal,9232,Nominal
2016-04-01,Salario del empleo formal,9240,Nominal
2016-05-01,Salario del empleo formal,9267,Nominal
2016-06-01,Salario del empleo formal,9271,Nominal
2016-07-01,Salario del empleo formal,9365,Nominal
2016-08-01,Salario del empleo formal,9373,Nominal
2016-09-01,Salario del empleo formal,9385,Nominal
2016-10-01,Salario del empleo formal,9410,Nominal
2016-11-01,Salario del empleo formal,9429,Nominal
2016-12-01,Salario del empleo formal,9440,Nominal
2017-01-01,Salario del empleo formal,9453,Nominal
2017-02-01,Salario del empleo formal,9756,Nominal
2017-03-01,Salario del empleo formal,10004,Nominal
2017-04-01,Salario del empleo formal,10051,Nominal
2017-05-01,Salario del empleo formal,10114,Nominal
2017-06-01,Salario del empleo formal,10359,Nominal
2017-07-01,Salario del empleo formal,10369,Nominal
2017-08-01,Salario del empleo formal,10414,Nominal
2017-09-01,Salario del empleo formal,10485,Nominal
2017-10-01,Salario del empleo formal,10501,Nominal
2017-11-01,Salario del empleo formal,10679,Nominal
2017-12-01,Salario del empleo formal,10685,Nominal
2018-01-01,Salario del empleo formal,10690,Nominal
2018-02-01,Salario del empleo formal,10691,Nominal
2018-03-01,Salario del empleo formal,10695,Nominal
2018-04-01,Salario del empleo formal,10696,Nominal
2018-05-01,Salario del empleo formal,10697,Nominal
2018-06-01,Salario del empleo formal,10699,Nominal
2018-07-01,Salario del empleo formal,10700,Nominal
2018-08-01,Salario del empleo formal,10702,Nominal
2018-09-01,Salario del empleo formal,10857,Nominal
2018-10-01,Salario del empleo formal,10880,Nominal
2018-11-01,Salario del empleo formal,10889,Nominal
2018-12-01,Salario del empleo formal,10893,Nominal
2019-01-01,Salario del empleo formal,10902,Nominal
2019-02-01,Salario del empleo formal,10912,Nominal
2019-03-01,Salario del empleo formal,10919,Nominal
2019-04-01,Salario del empleo formal,10937,Nominal
2019-05-01,Salario del empleo formal,10944,Nominal
