date,var,amount
2017-09-01,Financiero,88313
2017-10-01,Financiero,89122
2017-11-01,Financiero,89272
2017-12-01,Financiero,88523
2018-01-01,Financiero,87841
2018-02-01,Financiero,87198
2018-03-01,Financiero,87309
2018-04-01,Financiero,85694
2018-05-01,Financiero,84390
2018-06-01,Financiero,81577
2018-07-01,Financiero,77613
2018-08-01,Financiero,75488
2018-09-01,Financiero,74021
2018-10-01,Financiero,74098
2018-11-01,Financiero,73064
2018-12-01,Financiero,72257
2019-01-01,Financiero,71508
2019-02-01,Financiero,70751
2019-03-01,Financiero,70338
2019-04-01,Financiero,68880
2019-05-01,Financiero,68659
2019-06-01,Financiero,68273
2019-07-01,Financiero,67731
2019-08-01,Financiero,68066
2019-09-01,Financiero,67674
2019-10-01,Financiero,68316
2019-11-01,Financiero,68669
2019-12-01,Financiero,68307
2020-01-01,Financiero,68345
2020-02-01,Financiero,68291
2020-03-01,Financiero,69152
2020-04-01,Financiero,67501
2020-05-01,Financiero,66483
2020-06-01,Financiero,65850
2020-07-01,Financiero,65208
2020-08-01,Financiero,65860
2020-09-01,Financiero,66264
2020-10-01,Financiero,67042
2020-11-01,Financiero,67849
2020-12-01,Financiero,67713
2021-01-01,Financiero,67927
2004-01-01,"Servicios comunales, sociales y personales",133134
2004-02-01,"Servicios comunales, sociales y personales",134848
2004-03-01,"Servicios comunales, sociales y personales",138061
2004-04-01,"Servicios comunales, sociales y personales",138673
2004-05-01,"Servicios comunales, sociales y personales",139794
2004-06-01,"Servicios comunales, sociales y personales",140376
2004-07-01,"Servicios comunales, sociales y personales",140335
2004-08-01,"Servicios comunales, sociales y personales",141345
2004-09-01,"Servicios comunales, sociales y personales",143276
2004-10-01,"Servicios comunales, sociales y personales",143942
2004-11-01,"Servicios comunales, sociales y personales",144614
2004-12-01,"Servicios comunales, sociales y personales",142328
2005-01-01,"Servicios comunales, sociales y personales",139628
2005-02-01,"Servicios comunales, sociales y personales",142137
2005-03-01,"Servicios comunales, sociales y personales",145577
2005-04-01,"Servicios comunales, sociales y personales",147479
2005-05-01,"Servicios comunales, sociales y personales",146266
2005-06-01,"Servicios comunales, sociales y personales",146454
2005-07-01,"Servicios comunales, sociales y personales",147649
2005-08-01,"Servicios comunales, sociales y personales",148692
2005-09-01,"Servicios comunales, sociales y personales",149626
2005-10-01,"Servicios comunales, sociales y personales",150597
2005-11-01,"Servicios comunales, sociales y personales",151490
2005-12-01,"Servicios comunales, sociales y personales",149765
2006-01-01,"Servicios comunales, sociales y personales",146943
2006-02-01,"Servicios comunales, sociales y personales",149839
2006-03-01,"Servicios comunales, sociales y personales",152310
2006-04-01,"Servicios comunales, sociales y personales",154107
2006-05-01,"Servicios comunales, sociales y personales",155855
2006-06-01,"Servicios comunales, sociales y personales",157290
2006-07-01,"Servicios comunales, sociales y personales",158048
2006-08-01,"Servicios comunales, sociales y personales",159201
2006-09-01,"Servicios comunales, sociales y personales",160434
2006-10-01,"Servicios comunales, sociales y personales",160729
2006-11-01,"Servicios comunales, sociales y personales",166318
2006-12-01,"Servicios comunales, sociales y personales",164125
2007-01-01,"Servicios comunales, sociales y personales",162265
2007-02-01,"Servicios comunales, sociales y personales",163506
2007-03-01,"Servicios comunales, sociales y personales",166563
2007-04-01,"Servicios comunales, sociales y personales",167529
2007-05-01,"Servicios comunales, sociales y personales",169102
2007-06-01,"Servicios comunales, sociales y personales",171746
2007-07-01,"Servicios comunales, sociales y personales",168995
2007-08-01,"Servicios comunales, sociales y personales",171329
2007-09-01,"Servicios comunales, sociales y personales",172459
2007-10-01,"Servicios comunales, sociales y personales",175089
2007-11-01,"Servicios comunales, sociales y personales",177227
2007-12-01,"Servicios comunales, sociales y personales",174833
2008-01-01,"Servicios comunales, sociales y personales",174164
2008-02-01,"Servicios comunales, sociales y personales",176246
2008-03-01,"Servicios comunales, sociales y personales",178571
2008-04-01,"Servicios comunales, sociales y personales",181705
2008-05-01,"Servicios comunales, sociales y personales",183633
2008-06-01,"Servicios comunales, sociales y personales",185359
2008-07-01,"Servicios comunales, sociales y personales",187518
2008-08-01,"Servicios comunales, sociales y personales",189845
2008-09-01,"Servicios comunales, sociales y personales",191108
2008-10-01,"Servicios comunales, sociales y personales",193078
2008-11-01,"Servicios comunales, sociales y personales",193440
2008-12-01,"Servicios comunales, sociales y personales",190692
2009-01-01,"Servicios comunales, sociales y personales",187483
2009-02-01,"Servicios comunales, sociales y personales",189235
2009-03-01,"Servicios comunales, sociales y personales",192159
2009-04-01,"Servicios comunales, sociales y personales",193203
2009-05-01,"Servicios comunales, sociales y personales",194059
2009-06-01,"Servicios comunales, sociales y personales",196229
2009-07-01,"Servicios comunales, sociales y personales",196661
2009-08-01,"Servicios comunales, sociales y personales",196655
2009-09-01,"Servicios comunales, sociales y personales",196851
2009-10-01,"Servicios comunales, sociales y personales",198053
2009-11-01,"Servicios comunales, sociales y personales",197113
2009-12-01,"Servicios comunales, sociales y personales",196366
2010-01-01,"Servicios comunales, sociales y personales",194280
2010-02-01,"Servicios comunales, sociales y personales",194906
2010-03-01,"Servicios comunales, sociales y personales",197997
2010-04-01,"Servicios comunales, sociales y personales",199055
2010-05-01,"Servicios comunales, sociales y personales",199817
2010-06-01,"Servicios comunales, sociales y personales",202117
2010-07-01,"Servicios comunales, sociales y personales",201862
2010-08-01,"Servicios comunales, sociales y personales",202977
2010-09-01,"Servicios comunales, sociales y personales",203626
2010-10-01,"Servicios comunales, sociales y personales",204596
2010-11-01,"Servicios comunales, sociales y personales",204775
2010-12-01,"Servicios comunales, sociales y personales",201443
2011-01-01,"Servicios comunales, sociales y personales",198414
2011-02-01,"Servicios comunales, sociales y personales",200702
2011-03-01,"Servicios comunales, sociales y personales",205738
2011-04-01,"Servicios comunales, sociales y personales",207894
2011-05-01,"Servicios comunales, sociales y personales",209881
2011-06-01,"Servicios comunales, sociales y personales",211547
2011-07-01,"Servicios comunales, sociales y personales",211013
2011-08-01,"Servicios comunales, sociales y personales",212452
2011-09-01,"Servicios comunales, sociales y personales",212697
2011-10-01,"Servicios comunales, sociales y personales",212676
2011-11-01,"Servicios comunales, sociales y personales",213426
2011-12-01,"Servicios comunales, sociales y personales",209429
2012-01-01,"Servicios comunales, sociales y personales",207194
2012-02-01,"Servicios comunales, sociales y personales",209693
2012-03-01,"Servicios comunales, sociales y personales",212255
2012-04-01,"Servicios comunales, sociales y personales",214891
2012-05-01,"Servicios comunales, sociales y personales",216405
2012-06-01,"Servicios comunales, sociales y personales",217548
2012-07-01,"Servicios comunales, sociales y personales",218202
2012-08-01,"Servicios comunales, sociales y personales",219613
2012-09-01,"Servicios comunales, sociales y personales",220056
2012-10-01,"Servicios comunales, sociales y personales",221462
2012-11-01,"Servicios comunales, sociales y personales",221412
2012-12-01,"Servicios comunales, sociales y personales",218102
2013-01-01,"Servicios comunales, sociales y personales",216282
2013-02-01,"Servicios comunales, sociales y personales",222390
2013-03-01,"Servicios comunales, sociales y personales",223695
2013-04-01,"Servicios comunales, sociales y personales",226979
2013-05-01,"Servicios comunales, sociales y personales",228837
2013-06-01,"Servicios comunales, sociales y personales",229295
2013-07-01,"Servicios comunales, sociales y personales",230097
2013-08-01,"Servicios comunales, sociales y personales",230822
2013-09-01,"Servicios comunales, sociales y personales",232344
2013-10-01,"Servicios comunales, sociales y personales",233959
2013-11-01,"Servicios comunales, sociales y personales",233512
2013-12-01,"Servicios comunales, sociales y personales",229241
2014-01-01,"Servicios comunales, sociales y personales",226189
2014-02-01,"Servicios comunales, sociales y personales",230771
2014-03-01,"Servicios comunales, sociales y personales",233854
2014-04-01,"Servicios comunales, sociales y personales",235309
2014-05-01,"Servicios comunales, sociales y personales",237557
2014-06-01,"Servicios comunales, sociales y personales",238762
2014-07-01,"Servicios comunales, sociales y personales",237659
2014-08-01,"Servicios comunales, sociales y personales",238827
2014-09-01,"Servicios comunales, sociales y personales",239355
2014-10-01,"Servicios comunales, sociales y personales",239836
2014-11-01,"Servicios comunales, sociales y personales",239586
2014-12-01,"Servicios comunales, sociales y personales",234927
2015-01-01,"Servicios comunales, sociales y personales",229286
2015-02-01,"Servicios comunales, sociales y personales",234758
2015-03-01,"Servicios comunales, sociales y personales",239061
2015-04-01,"Servicios comunales, sociales y personales",241147
2015-05-01,"Servicios comunales, sociales y personales",243900
2015-06-01,"Servicios comunales, sociales y personales",253915
2015-07-01,"Servicios comunales, sociales y personales",260210
2015-08-01,"Servicios comunales, sociales y personales",264207
2015-09-01,"Servicios comunales, sociales y personales",267618
2015-10-01,"Servicios comunales, sociales y personales",270908
2015-11-01,"Servicios comunales, sociales y personales",272078
2015-12-01,"Servicios comunales, sociales y personales",268494
2016-01-01,"Servicios comunales, sociales y personales",267460
2016-02-01,"Servicios comunales, sociales y personales",275363
2016-03-01,"Servicios comunales, sociales y personales",282593
2016-04-01,"Servicios comunales, sociales y personales",287388
2016-05-01,"Servicios comunales, sociales y personales",290902
2016-06-01,"Servicios comunales, sociales y personales",293572
2016-07-01,"Servicios comunales, sociales y personales",294392
2016-08-01,"Servicios comunales, sociales y personales",297624
2016-09-01,"Servicios comunales, sociales y personales",298318
2016-10-01,"Servicios comunales, sociales y personales",298495
2016-11-01,"Servicios comunales, sociales y personales",298029
2016-12-01,"Servicios comunales, sociales y personales",293262
2017-01-01,"Servicios comunales, sociales y personales",291695
2017-02-01,"Servicios comunales, sociales y personales",298312
2017-03-01,"Servicios comunales, sociales y personales",304253
2017-04-01,"Servicios comunales, sociales y personales",306962
2017-05-01,"Servicios comunales, sociales y personales",310698
2017-06-01,"Servicios comunales, sociales y personales",312825
2017-07-01,"Servicios comunales, sociales y personales",313940
2017-08-01,"Servicios comunales, sociales y personales",314595
2017-09-01,"Servicios comunales, sociales y personales",315018
2017-10-01,"Servicios comunales, sociales y personales",313955
2017-11-01,"Servicios comunales, sociales y personales",310998
2017-12-01,"Servicios comunales, sociales y personales",303926
2018-01-01,"Servicios comunales, sociales y personales",297823
2018-02-01,"Servicios comunales, sociales y personales",299790
2018-03-01,"Servicios comunales, sociales y personales",298622
2018-04-01,"Servicios comunales, sociales y personales",296359
2018-05-01,"Servicios comunales, sociales y personales",290953
2018-06-01,"Servicios comunales, sociales y personales",282684
2018-07-01,"Servicios comunales, sociales y personales",276234
2018-08-01,"Servicios comunales, sociales y personales",273959
2018-09-01,"Servicios comunales, sociales y personales",272154
2018-10-01,"Servicios comunales, sociales y personales",273071
2018-11-01,"Servicios comunales, sociales y personales",272265
2018-12-01,"Servicios comunales, sociales y personales",267336
2019-01-01,"Servicios comunales, sociales y personales",265095
2019-02-01,"Servicios comunales, sociales y personales",268429
2019-03-01,"Servicios comunales, sociales y personales",269147
2019-04-01,"Servicios comunales, sociales y personales",268996
2019-05-01,"Servicios comunales, sociales y personales",269345
2019-06-01,"Servicios comunales, sociales y personales",269290
2019-07-01,"Servicios comunales, sociales y personales",268776
2019-08-01,"Servicios comunales, sociales y personales",269368
2019-09-01,"Servicios comunales, sociales y personales",268518
2019-10-01,"Servicios comunales, sociales y personales",268915
2019-11-01,"Servicios comunales, sociales y personales",267668
2019-12-01,"Servicios comunales, sociales y personales",264013
2020-01-01,"Servicios comunales, sociales y personales",262126
2020-02-01,"Servicios comunales, sociales y personales",267048
2020-03-01,"Servicios comunales, sociales y personales",269659
2020-04-01,"Servicios comunales, sociales y personales",267019
2020-05-01,"Servicios comunales, sociales y personales",265790
2020-06-01,"Servicios comunales, sociales y personales",263101
2020-07-01,"Servicios comunales, sociales y personales",260077
2020-08-01,"Servicios comunales, sociales y personales",260222
2020-09-01,"Servicios comunales, sociales y personales",260786
2020-10-01,"Servicios comunales, sociales y personales",261188
2020-11-01,"Servicios comunales, sociales y personales",261463
2020-12-01,"Servicios comunales, sociales y personales",260197
2021-01-01,"Servicios comunales, sociales y personales",257366
2004-01-01,Actividades no específicas,54
2004-02-01,Actividades no específicas,59
2004-03-01,Actividades no específicas,57
2004-04-01,Actividades no específicas,59
2004-05-01,Actividades no específicas,59
2004-06-01,Actividades no específicas,60
2004-07-01,Actividades no específicas,63
2004-08-01,Actividades no específicas,22
2004-09-01,Actividades no específicas,22
2004-10-01,Actividades no específicas,20
2004-11-01,Actividades no específicas,18
2004-12-01,Actividades no específicas,15
2005-01-01,Actividades no específicas,16
2005-02-01,Actividades no específicas,19
2005-03-01,Actividades no específicas,15
2005-04-01,Actividades no específicas,17
2005-05-01,Actividades no específicas,0
2005-06-01,Actividades no específicas,2
2005-07-01,Actividades no específicas,2
2005-08-01,Actividades no específicas,2
2005-09-01,Actividades no específicas,2
2005-10-01,Actividades no específicas,2
2005-11-01,Actividades no específicas,2
2005-12-01,Actividades no específicas,2
2006-01-01,Actividades no específicas,2
2006-02-01,Actividades no específicas,2
2006-03-01,Actividades no específicas,2
2006-04-01,Actividades no específicas,2
2006-05-01,Actividades no específicas,2
2006-06-01,Actividades no específicas,2
2006-07-01,Actividades no específicas,2
2006-08-01,Actividades no específicas,2
2006-09-01,Actividades no específicas,2
2006-10-01,Actividades no específicas,2
2006-11-01,Actividades no específicas,2
2006-12-01,Actividades no específicas,2
2007-01-01,Actividades no específicas,2
2007-02-01,Actividades no específicas,1
2007-03-01,Actividades no específicas,2
2007-04-01,Actividades no específicas,0
2007-05-01,Actividades no específicas,0
2007-06-01,Actividades no específicas,0
2007-07-01,Actividades no específicas,0
2007-08-01,Actividades no específicas,0
2007-09-01,Actividades no específicas,0
2007-10-01,Actividades no específicas,0
2007-11-01,Actividades no específicas,0
2007-12-01,Actividades no específicas,0
2008-01-01,Actividades no específicas,0
2008-02-01,Actividades no específicas,0
2008-03-01,Actividades no específicas,0
2008-04-01,Actividades no específicas,0
2008-05-01,Actividades no específicas,0
2008-06-01,Actividades no específicas,0
2008-07-01,Actividades no específicas,0
2008-08-01,Actividades no específicas,0
2008-09-01,Actividades no específicas,0
2008-10-01,Actividades no específicas,0
2008-11-01,Actividades no específicas,0
2008-12-01,Actividades no específicas,0
2009-01-01,Actividades no específicas,0
2009-02-01,Actividades no específicas,0
2009-03-01,Actividades no específicas,0
2009-04-01,Actividades no específicas,0
2009-05-01,Actividades no específicas,0
2009-06-01,Actividades no específicas,0
2009-07-01,Actividades no específicas,0
2009-08-01,Actividades no específicas,0
2009-09-01,Actividades no específicas,0
2009-10-01,Actividades no específicas,0
2009-11-01,Actividades no específicas,0
2009-12-01,Actividades no específicas,0
2010-01-01,Actividades no específicas,0
2010-02-01,Actividades no específicas,0
2010-03-01,Actividades no específicas,0
2010-04-01,Actividades no específicas,0
2010-05-01,Actividades no específicas,0
2010-06-01,Actividades no específicas,0
2010-07-01,Actividades no específicas,0
2010-08-01,Actividades no específicas,0
2010-09-01,Actividades no específicas,0
2010-10-01,Actividades no específicas,0
2010-11-01,Actividades no específicas,0
2010-12-01,Actividades no específicas,0
2011-01-01,Actividades no específicas,0
2011-02-01,Actividades no específicas,0
2011-03-01,Actividades no específicas,0
2011-04-01,Actividades no específicas,0
2011-05-01,Actividades no específicas,0
2011-06-01,Actividades no específicas,0
2011-07-01,Actividades no específicas,0
2011-08-01,Actividades no específicas,0
2011-09-01,Actividades no específicas,0
2011-10-01,Actividades no específicas,0
2011-11-01,Actividades no específicas,0
2011-12-01,Actividades no específicas,0
2012-01-01,Actividades no específicas,0
2012-02-01,Actividades no específicas,0
2012-03-01,Actividades no específicas,0
2012-04-01,Actividades no específicas,0
2012-05-01,Actividades no específicas,0
2012-06-01,Actividades no específicas,0
2012-07-01,Actividades no específicas,0
2012-08-01,Actividades no específicas,0
2012-09-01,Actividades no específicas,0
2012-10-01,Actividades no específicas,0
2012-11-01,Actividades no específicas,0
2012-12-01,Actividades no específicas,0
2013-01-01,Actividades no específicas,0
2013-02-01,Actividades no específicas,0
2013-03-01,Actividades no específicas,0
2013-04-01,Actividades no específicas,0
2013-05-01,Actividades no específicas,0
2013-06-01,Actividades no específicas,0
2013-07-01,Actividades no específicas,0
2013-08-01,Actividades no específicas,0
2013-09-01,Actividades no específicas,0
2013-10-01,Actividades no específicas,0
2013-11-01,Actividades no específicas,0
2013-12-01,Actividades no específicas,0
2014-01-01,Actividades no específicas,0
2014-02-01,Actividades no específicas,0
2014-03-01,Actividades no específicas,0
2014-04-01,Actividades no específicas,0
2014-05-01,Actividades no específicas,0
2014-06-01,Actividades no específicas,0
2014-07-01,Actividades no específicas,0
2014-08-01,Actividades no específicas,0
2014-09-01,Actividades no específicas,0
2014-10-01,Actividades no específicas,0
2014-11-01,Actividades no específicas,0
2014-12-01,Actividades no específicas,0
2015-01-01,Actividades no específicas,0
2015-02-01,Actividades no específicas,0
2015-03-01,Actividades no específicas,0
2015-04-01,Actividades no específicas,0
2015-05-01,Actividades no específicas,0
2015-06-01,Actividades no específicas,0
2015-07-01,Actividades no específicas,0
2015-08-01,Actividades no específicas,0
2015-09-01,Actividades no específicas,0
2015-10-01,Actividades no específicas,0
2015-11-01,Actividades no específicas,0
2015-12-01,Actividades no específicas,0
2016-01-01,Actividades no específicas,0
2016-02-01,Actividades no específicas,0
2016-03-01,Actividades no específicas,0
2016-04-01,Actividades no específicas,0
2016-05-01,Actividades no específicas,0
2016-06-01,Actividades no específicas,0
2016-07-01,Actividades no específicas,0
2016-08-01,Actividades no específicas,0
2016-09-01,Actividades no específicas,0
2016-10-01,Actividades no específicas,0
2016-11-01,Actividades no específicas,0
2016-12-01,Actividades no específicas,0
2017-01-01,Actividades no específicas,0
2017-02-01,Actividades no específicas,0
2017-03-01,Actividades no específicas,0
2017-04-01,Actividades no específicas,0
2017-05-01,Actividades no específicas,0
2017-06-01,Actividades no específicas,0
2017-07-01,Actividades no específicas,0
2017-08-01,Actividades no específicas,0
2017-09-01,Actividades no específicas,0
2017-10-01,Actividades no específicas,0
2017-11-01,Actividades no específicas,0
2017-12-01,Actividades no específicas,0
2018-01-01,Actividades no específicas,0
2018-02-01,Actividades no específicas,0
2018-03-01,Actividades no específicas,0
2018-04-01,Actividades no específicas,0
2018-05-01,Actividades no específicas,0
2018-06-01,Actividades no específicas,0
2018-07-01,Actividades no específicas,0
2018-08-01,Actividades no específicas,0
2018-09-01,Actividades no específicas,0
2018-10-01,Actividades no específicas,0
2018-11-01,Actividades no específicas,0
2018-12-01,Actividades no específicas,0
2019-01-01,Actividades no específicas,0
2019-02-01,Actividades no específicas,0
2019-03-01,Actividades no específicas,0
2019-04-01,Actividades no específicas,0
2019-05-01,Actividades no específicas,0
2019-06-01,Actividades no específicas,0
2019-07-01,Actividades no específicas,0
2019-08-01,Actividades no específicas,0
2019-09-01,Actividades no específicas,0
2019-10-01,Actividades no específicas,0
2019-11-01,Actividades no específicas,0
2019-12-01,Actividades no específicas,0
2020-01-01,Actividades no específicas,0
2020-02-01,Actividades no específicas,0
2020-03-01,Actividades no específicas,0
2020-04-01,Actividades no específicas,0
2020-05-01,Actividades no específicas,0
2020-06-01,Actividades no específicas,0
2020-07-01,Actividades no específicas,0
2020-08-01,Actividades no específicas,0
2020-09-01,Actividades no específicas,0
2020-10-01,Actividades no específicas,0
2020-11-01,Actividades no específicas,0
2020-12-01,Actividades no específicas,0
2021-01-01,Actividades no específicas,0
2004-01-01,Total,332061
2004-02-01,Total,334993
2004-03-01,Total,339998
2004-04-01,Total,339716
2004-05-01,Total,345671
2004-06-01,Total,348110
2004-07-01,Total,348899
2004-08-01,Total,350418
2004-09-01,Total,353035
2004-10-01,Total,357586
2004-11-01,Total,365402
2004-12-01,Total,363127
2005-01-01,Total,366081
2005-02-01,Total,368194
2005-03-01,Total,371437
2005-04-01,Total,376132
2005-05-01,Total,374510
2005-06-01,Total,375082
2005-07-01,Total,380825
2005-08-01,Total,383736
2005-09-01,Total,383620
2005-10-01,Total,389312
2005-11-01,Total,397456
2005-12-01,Total,395885
2006-01-01,Total,400409
2006-02-01,Total,403465
2006-03-01,Total,407873
2006-04-01,Total,409133
2006-05-01,Total,413575
2006-06-01,Total,418330
2006-07-01,Total,424475
2006-08-01,Total,425985
2006-09-01,Total,428378
2006-10-01,Total,431009
2006-11-01,Total,442160
2006-12-01,Total,439002
2007-01-01,Total,441163
2007-02-01,Total,444045
2007-03-01,Total,451299
2007-04-01,Total,449689
2007-05-01,Total,458540
2007-06-01,Total,457624
2007-07-01,Total,456969
2007-08-01,Total,461487
2007-09-01,Total,462773
2007-10-01,Total,467358
2007-11-01,Total,480534
2007-12-01,Total,476138
2008-01-01,Total,482155
2008-02-01,Total,487855
2008-03-01,Total,489165
2008-04-01,Total,493238
2008-05-01,Total,493362
2008-06-01,Total,494114
2008-07-01,Total,497435
2008-08-01,Total,497448
2008-09-01,Total,495274
2008-10-01,Total,498699
2008-11-01,Total,495996
2008-12-01,Total,495585
2009-01-01,Total,496040
2009-02-01,Total,497538
2009-03-01,Total,500136
2009-04-01,Total,494704
2009-05-01,Total,502918
2009-06-01,Total,502575
2009-07-01,Total,501922
2009-08-01,Total,506073
2009-09-01,Total,503222
2009-10-01,Total,507263
2009-11-01,Total,515575
2009-12-01,Total,516376
2010-01-01,Total,521007
2010-02-01,Total,527380
2010-03-01,Total,530383
2010-04-01,Total,530741
2010-05-01,Total,533720
2010-06-01,Total,536260
2010-07-01,Total,535961
2010-08-01,Total,537046
2010-09-01,Total,533620
2010-10-01,Total,538832
2010-11-01,Total,545926
2010-12-01,Total,547693
2011-01-01,Total,553971
2011-02-01,Total,559946
2011-03-01,Total,569982
2011-04-01,Total,572455
2011-05-01,Total,575089
2011-06-01,Total,582123
2011-07-01,Total,578241
2011-08-01,Total,583245
2011-09-01,Total,583896
2011-10-01,Total,585530
2011-11-01,Total,599270
2011-12-01,Total,596328
2012-01-01,Total,603160
2012-02-01,Total,612813
2012-03-01,Total,616574
2012-04-01,Total,616036
2012-05-01,Total,626015
2012-06-01,Total,622641
2012-07-01,Total,623115
2012-08-01,Total,624644
2012-09-01,Total,624099
2012-10-01,Total,627408
2012-11-01,Total,641451
2012-12-01,Total,643538
2013-01-01,Total,651130
2013-02-01,Total,661617
2013-03-01,Total,664051
2013-04-01,Total,669625
2013-05-01,Total,673951
2013-06-01,Total,675391
2013-07-01,Total,676207
2013-08-01,Total,678861
2013-09-01,Total,673116
2013-10-01,Total,677667
2013-11-01,Total,692167
2013-12-01,Total,687804
2014-01-01,Total,690870
2014-02-01,Total,698226
2014-03-01,Total,705692
2014-04-01,Total,702076
2014-05-01,Total,711910
2014-06-01,Total,709019
2014-07-01,Total,709240
2014-08-01,Total,710907
2014-09-01,Total,710087
2014-10-01,Total,716037
2014-11-01,Total,731774
2014-12-01,Total,725014
2015-01-01,Total,732885
2015-02-01,Total,743822
2015-03-01,Total,753626
2015-04-01,Total,755434
2015-05-01,Total,769880
2015-06-01,Total,770317
2015-07-01,Total,774810
2015-08-01,Total,781638
2015-09-01,Total,784168
2015-10-01,Total,795991
2015-11-01,Total,807678
2015-12-01,Total,810654
2016-01-01,Total,824865
2016-02-01,Total,835631
2016-03-01,Total,843199
2016-04-01,Total,855508
2016-05-01,Total,858506
2016-06-01,Total,860588
2016-07-01,Total,859659
2016-08-01,Total,863117
2016-09-01,Total,860965
2016-10-01,Total,868960
2016-11-01,Total,877605
2016-12-01,Total,878019
2017-01-01,Total,889877
2017-02-01,Total,902897
2017-03-01,Total,910621
2017-04-01,Total,914276
2017-05-01,Total,919770
2017-06-01,Total,921102
2017-07-01,Total,919469
2017-08-01,Total,919724
2017-09-01,Total,918668
2017-10-01,Total,918821
2017-11-01,Total,921328
2017-12-01,Total,913797
2018-01-01,Total,911104
2018-02-01,Total,904957
2018-03-01,Total,896869
2018-04-01,Total,878500
2018-05-01,Total,853396
2018-06-01,Total,810430
2018-07-01,Total,777302
2018-08-01,Total,762522
2018-09-01,Total,754688
2018-10-01,Total,754109
2018-11-01,Total,760998
2018-12-01,Total,755874
2019-01-01,Total,757808
2019-02-01,Total,755908
2019-03-01,Total,752052
2019-04-01,Total,742137
2019-05-01,Total,740805
2019-06-01,Total,731691
2019-07-01,Total,726366
2019-08-01,Total,722606
2019-09-01,Total,716543
2019-10-01,Total,720496
2019-11-01,Total,729389
2019-12-01,Total,727025
2020-01-01,Total,734093
2020-02-01,Total,742610
2020-03-01,Total,739584
2020-04-01,Total,719868
2020-05-01,Total,708645
2020-06-01,Total,696953
2020-07-01,Total,693476
2020-08-01,Total,695867
2020-09-01,Total,696825
2020-10-01,Total,707913
2020-11-01,Total,714540
2020-12-01,Total,723206
2021-01-01,Total,736751
