date,var,amount
2008-05-01,Construcción,13951
2008-06-01,Construcción,14201
2008-07-01,Construcción,14169
2008-08-01,Construcción,14293
2008-09-01,Construcción,14077
2008-10-01,Construcción,14074
2008-11-01,Construcción,14106
2008-12-01,Construcción,13484
2009-01-01,Construcción,12777
2009-02-01,Construcción,12664
2009-03-01,Construcción,12279
2009-04-01,Construcción,12134
2009-05-01,Construcción,12507
2009-06-01,Construcción,13107
2009-07-01,Construcción,13142
2009-08-01,Construcción,13587
2009-09-01,Construcción,13928
2009-10-01,Construcción,14246
2009-11-01,Construcción,14577
2009-12-01,Construcción,14032
2010-01-01,Construcción,14038
2010-02-01,Construcción,14829
2010-03-01,Construcción,14802
2010-04-01,Construcción,14551
2010-05-01,Construcción,14896
2010-06-01,Construcción,14833
2010-07-01,Construcción,14309
2010-08-01,Construcción,14268
2010-09-01,Construcción,13753
2010-10-01,Construcción,14191
2010-11-01,Construcción,14824
2010-12-01,Construcción,14244
2011-01-01,Construcción,14775
2011-02-01,Construcción,15611
2011-03-01,Construcción,16607
2011-04-01,Construcción,16690
2011-05-01,Construcción,17055
2011-06-01,Construcción,17318
2011-07-01,Construcción,17207
2011-08-01,Construcción,17401
2011-09-01,Construcción,17487
2011-10-01,Construcción,17141
2011-11-01,Construcción,17283
2011-12-01,Construcción,16304
2012-01-01,Construcción,16640
2012-02-01,Construcción,17644
2012-03-01,Construcción,19867
2012-04-01,Construcción,19874
2012-05-01,Construcción,20730
2012-06-01,Construcción,20756
2012-07-01,Construcción,20761
2012-08-01,Construcción,20981
2012-09-01,Construcción,20323
2012-10-01,Construcción,20171
2012-11-01,Construcción,20228
2012-12-01,Construcción,19644
2013-01-01,Construcción,19588
2013-02-01,Construcción,20448
2013-03-01,Construcción,21488
2013-04-01,Construcción,22364
2013-05-01,Construcción,22772
2013-06-01,Construcción,22982
2013-07-01,Construcción,23633
2013-08-01,Construcción,22843
2013-09-01,Construcción,22321
2013-10-01,Construcción,22151
2013-11-01,Construcción,22446
2013-12-01,Construcción,20032
2014-01-01,Construcción,19273
2014-02-01,Construcción,19635
2014-03-01,Construcción,20803
2014-04-01,Construcción,21286
2014-05-01,Construcción,21839
2014-06-01,Construcción,22221
2014-07-01,Construcción,22262
2014-08-01,Construcción,22361
2014-09-01,Construcción,22689
2014-10-01,Construcción,23375
2014-11-01,Construcción,23436
2014-12-01,Construcción,20982
2015-01-01,Construcción,20620
2015-02-01,Construcción,20984
2015-03-01,Construcción,23081
2015-04-01,Construcción,24265
2015-05-01,Construcción,25928
2015-06-01,Construcción,27433
2015-07-01,Construcción,27565
2015-08-01,Construcción,28098
2015-09-01,Construcción,28426
2015-10-01,Construcción,29338
2015-11-01,Construcción,30007
2015-12-01,Construcción,28010
2016-01-01,Construcción,28710
2016-02-01,Construcción,29665
2016-03-01,Construcción,29905
2016-04-01,Construcción,31598
2016-05-01,Construcción,33009
2016-06-01,Construcción,33605
2016-07-01,Construcción,32706
2016-08-01,Construcción,32836
2016-09-01,Construcción,32673
2016-10-01,Construcción,33094
2016-11-01,Construcción,32939
2016-12-01,Construcción,31390
2017-01-01,Construcción,32131
2017-02-01,Construcción,33986
2017-03-01,Construcción,34923
2017-04-01,Construcción,35091
2017-05-01,Construcción,35796
2017-06-01,Construcción,36372
2017-07-01,Construcción,35347
2017-08-01,Construcción,36261
2017-09-01,Construcción,35795
2017-10-01,Construcción,35309
2017-11-01,Construcción,34152
2017-12-01,Construcción,32944
2018-01-01,Construcción,33203
2018-02-01,Construcción,32341
2018-03-01,Construcción,32562
2018-04-01,Construcción,32427
2018-05-01,Construcción,30511
2018-06-01,Construcción,25076
2018-07-01,Construcción,22240
2018-08-01,Construcción,22435
2018-09-01,Construcción,22196
2018-10-01,Construcción,22844
2018-11-01,Construcción,23126
2018-12-01,Construcción,21340
2019-01-01,Construcción,21235
2019-02-01,Construcción,21515
2019-03-01,Construcción,22261
2019-04-01,Construcción,21671
2019-05-01,Construcción,22155
2019-06-01,Construcción,21186
2019-07-01,Construcción,21057
2019-08-01,Construcción,20065
2019-09-01,Construcción,19599
2019-10-01,Construcción,19278
2019-11-01,Construcción,19398
2019-12-01,Construcción,18043
2020-01-01,Construcción,18558
2020-02-01,Construcción,19367
2020-03-01,Construcción,20089
2020-04-01,Construcción,19959
2020-05-01,Construcción,20055
2020-06-01,Construcción,19969
2020-07-01,Construcción,20827
2020-08-01,Construcción,20816
2020-09-01,Construcción,21120
2020-10-01,Construcción,22506
2020-11-01,Construcción,21913
2020-12-01,Construcción,22093
2021-01-01,Construcción,22534
2004-01-01,Comercio,40916
2004-02-01,Comercio,41138
2004-03-01,Comercio,44523
2004-04-01,Comercio,44083
2004-05-01,Comercio,44562
2004-06-01,Comercio,45049
2004-07-01,Comercio,45269
2004-08-01,Comercio,45178
2004-09-01,Comercio,43458
2004-10-01,Comercio,43990
2004-11-01,Comercio,45275
2004-12-01,Comercio,45553
2005-01-01,Comercio,45704
2005-02-01,Comercio,45808
2005-03-01,Comercio,46691
2005-04-01,Comercio,46858
2005-05-01,Comercio,46733
2005-06-01,Comercio,47828
2005-07-01,Comercio,47966
2005-08-01,Comercio,49085
2005-09-01,Comercio,49450
2005-10-01,Comercio,50663
2005-11-01,Comercio,52788
2005-12-01,Comercio,53619
2006-01-01,Comercio,54495
2006-02-01,Comercio,54844
2006-03-01,Comercio,54412
2006-04-01,Comercio,54076
2006-05-01,Comercio,55372
2006-06-01,Comercio,56140
2006-07-01,Comercio,56497
2006-08-01,Comercio,57378
2006-09-01,Comercio,57052
2006-10-01,Comercio,57677
2006-11-01,Comercio,59082
2006-12-01,Comercio,59143
2007-01-01,Comercio,58675
2007-02-01,Comercio,57148
2007-03-01,Comercio,57811
2007-04-01,Comercio,58298
2007-05-01,Comercio,58829
2007-06-01,Comercio,59571
2007-07-01,Comercio,60675
2007-08-01,Comercio,61634
2007-09-01,Comercio,62340
2007-10-01,Comercio,62504
2007-11-01,Comercio,64585
2007-12-01,Comercio,64403
2008-01-01,Comercio,64674
2008-02-01,Comercio,64921
2008-03-01,Comercio,65270
2008-04-01,Comercio,65273
2008-05-01,Comercio,65725
2008-06-01,Comercio,66877
2008-07-01,Comercio,67558
2008-08-01,Comercio,68146
2008-09-01,Comercio,68587
2008-10-01,Comercio,69526
2008-11-01,Comercio,68032
2008-12-01,Comercio,67948
2009-01-01,Comercio,67465
2009-02-01,Comercio,69046
2009-03-01,Comercio,69091
2009-04-01,Comercio,67060
2009-05-01,Comercio,68795
2009-06-01,Comercio,69090
2009-07-01,Comercio,68690
2009-08-01,Comercio,68659
2009-09-01,Comercio,68664
2009-10-01,Comercio,68707
2009-11-01,Comercio,68744
2009-12-01,Comercio,68803
2010-01-01,Comercio,69123
2010-02-01,Comercio,69080
2010-03-01,Comercio,68581
2010-04-01,Comercio,68852
2010-05-01,Comercio,69208
2010-06-01,Comercio,70100
2010-07-01,Comercio,70861
2010-08-01,Comercio,71653
2010-09-01,Comercio,71895
2010-10-01,Comercio,73091
2010-11-01,Comercio,74837
2010-12-01,Comercio,74957
2011-01-01,Comercio,75331
2011-02-01,Comercio,75564
2011-03-01,Comercio,76622
2011-04-01,Comercio,76974
2011-05-01,Comercio,77984
2011-06-01,Comercio,78931
2011-07-01,Comercio,79146
2011-08-01,Comercio,80445
2011-09-01,Comercio,81136
2011-10-01,Comercio,81986
2011-11-01,Comercio,84437
2011-12-01,Comercio,84652
2012-01-01,Comercio,84501
2012-02-01,Comercio,85614
2012-03-01,Comercio,86202
2012-04-01,Comercio,86727
2012-05-01,Comercio,88702
2012-06-01,Comercio,90077
2012-07-01,Comercio,91384
2012-08-01,Comercio,93248
2012-09-01,Comercio,94238
2012-10-01,Comercio,96977
2012-11-01,Comercio,99199
2012-12-01,Comercio,100065
2013-01-01,Comercio,101830
2013-02-01,Comercio,102484
2013-03-01,Comercio,103189
2013-04-01,Comercio,104870
2013-05-01,Comercio,107158
2013-06-01,Comercio,108023
2013-07-01,Comercio,109589
2013-08-01,Comercio,111528
2013-09-01,Comercio,112364
2013-10-01,Comercio,115006
2013-11-01,Comercio,116857
2013-12-01,Comercio,116946
2014-01-01,Comercio,118450
2014-02-01,Comercio,118680
2014-03-01,Comercio,118681
2014-04-01,Comercio,118621
2014-05-01,Comercio,121530
2014-06-01,Comercio,124572
2014-07-01,Comercio,127291
2014-08-01,Comercio,130252
2014-09-01,Comercio,133541
2014-10-01,Comercio,136770
2014-11-01,Comercio,139899
2014-12-01,Comercio,140571
2015-01-01,Comercio,143736
2015-02-01,Comercio,146705
2015-03-01,Comercio,150823
2015-04-01,Comercio,152836
2015-05-01,Comercio,157059
2015-06-01,Comercio,147001
2015-07-01,Comercio,141037
2015-08-01,Comercio,142619
2015-09-01,Comercio,143960
2015-10-01,Comercio,146477
2015-11-01,Comercio,150380
2015-12-01,Comercio,152602
2016-01-01,Comercio,155586
2016-02-01,Comercio,157653
2016-03-01,Comercio,160635
2016-04-01,Comercio,163178
2016-05-01,Comercio,162923
2016-06-01,Comercio,164575
2016-07-01,Comercio,164969
2016-08-01,Comercio,167891
2016-09-01,Comercio,169924
2016-10-01,Comercio,172420
2016-11-01,Comercio,175324
2016-12-01,Comercio,176565
2017-01-01,Comercio,178579
2017-02-01,Comercio,181004
2017-03-01,Comercio,182630
2017-04-01,Comercio,184540
2017-05-01,Comercio,186243
2017-06-01,Comercio,188173
2017-07-01,Comercio,188849
2017-08-01,Comercio,190799
2017-09-01,Comercio,191281
2017-10-01,Comercio,190516
2017-11-01,Comercio,187163
2017-12-01,Comercio,184966
2018-01-01,Comercio,179999
2018-02-01,Comercio,173473
2018-03-01,Comercio,166647
2018-04-01,Comercio,158271
2018-05-01,Comercio,148596
2018-06-01,Comercio,134642
2018-07-01,Comercio,122554
2018-08-01,Comercio,117508
2018-09-01,Comercio,115835
2018-10-01,Comercio,116140
2018-11-01,Comercio,116581
2018-12-01,Comercio,115648
2019-01-01,Comercio,115246
2019-02-01,Comercio,113457
2019-03-01,Comercio,112487
2019-04-01,Comercio,110987
2019-05-01,Comercio,110143
2019-06-01,Comercio,109312
2019-07-01,Comercio,109080
2019-08-01,Comercio,108600
2019-09-01,Comercio,108020
2019-10-01,Comercio,108807
2019-11-01,Comercio,109338
2019-12-01,Comercio,108847
2020-01-01,Comercio,109688
2020-02-01,Comercio,110157
2020-03-01,Comercio,109714
2020-04-01,Comercio,104940
2020-05-01,Comercio,102270
2020-06-01,Comercio,101193
2020-07-01,Comercio,99921
2020-08-01,Comercio,99740
2020-09-01,Comercio,100770
2020-10-01,Comercio,102337
2020-11-01,Comercio,103830
2020-12-01,Comercio,104410
2021-01-01,Comercio,105570
2004-01-01,"Transporte, almacenamiento y comunicaciones",10014
2004-02-01,"Transporte, almacenamiento y comunicaciones",9966
2004-03-01,"Transporte, almacenamiento y comunicaciones",10112
2004-04-01,"Transporte, almacenamiento y comunicaciones",10231
2004-05-01,"Transporte, almacenamiento y comunicaciones",10376
2004-06-01,"Transporte, almacenamiento y comunicaciones",10258
2004-07-01,"Transporte, almacenamiento y comunicaciones",10549
2004-08-01,"Transporte, almacenamiento y comunicaciones",10489
2004-09-01,"Transporte, almacenamiento y comunicaciones",10456
2004-10-01,"Transporte, almacenamiento y comunicaciones",10474
2004-11-01,"Transporte, almacenamiento y comunicaciones",10446
2004-12-01,"Transporte, almacenamiento y comunicaciones",10366
2005-01-01,"Transporte, almacenamiento y comunicaciones",10514
2005-02-01,"Transporte, almacenamiento y comunicaciones",10994
2005-03-01,"Transporte, almacenamiento y comunicaciones",10856
2005-04-01,"Transporte, almacenamiento y comunicaciones",10886
2005-05-01,"Transporte, almacenamiento y comunicaciones",10447
2005-06-01,"Transporte, almacenamiento y comunicaciones",10671
2005-07-01,"Transporte, almacenamiento y comunicaciones",10658
2005-08-01,"Transporte, almacenamiento y comunicaciones",10688
2005-09-01,"Transporte, almacenamiento y comunicaciones",10722
2005-10-01,"Transporte, almacenamiento y comunicaciones",10958
2005-11-01,"Transporte, almacenamiento y comunicaciones",10913
2005-12-01,"Transporte, almacenamiento y comunicaciones",10972
2006-01-01,"Transporte, almacenamiento y comunicaciones",11020
2006-02-01,"Transporte, almacenamiento y comunicaciones",10841
2006-03-01,"Transporte, almacenamiento y comunicaciones",11161
2006-04-01,"Transporte, almacenamiento y comunicaciones",11135
2006-05-01,"Transporte, almacenamiento y comunicaciones",11402
2006-06-01,"Transporte, almacenamiento y comunicaciones",11652
2006-07-01,"Transporte, almacenamiento y comunicaciones",11761
2006-08-01,"Transporte, almacenamiento y comunicaciones",11654
2006-09-01,"Transporte, almacenamiento y comunicaciones",11547
2006-10-01,"Transporte, almacenamiento y comunicaciones",11782
2006-11-01,"Transporte, almacenamiento y comunicaciones",11837
2006-12-01,"Transporte, almacenamiento y comunicaciones",11728
2007-01-01,"Transporte, almacenamiento y comunicaciones",11713
2007-02-01,"Transporte, almacenamiento y comunicaciones",12864
2007-03-01,"Transporte, almacenamiento y comunicaciones",13295
2007-04-01,"Transporte, almacenamiento y comunicaciones",13155
2007-05-01,"Transporte, almacenamiento y comunicaciones",13207
2007-06-01,"Transporte, almacenamiento y comunicaciones",13272
2007-07-01,"Transporte, almacenamiento y comunicaciones",13468
2007-08-01,"Transporte, almacenamiento y comunicaciones",13650
2007-09-01,"Transporte, almacenamiento y comunicaciones",13736
2007-10-01,"Transporte, almacenamiento y comunicaciones",13919
2007-11-01,"Transporte, almacenamiento y comunicaciones",14244
2007-12-01,"Transporte, almacenamiento y comunicaciones",14376
2008-01-01,"Transporte, almacenamiento y comunicaciones",14460
2008-02-01,"Transporte, almacenamiento y comunicaciones",14784
2008-03-01,"Transporte, almacenamiento y comunicaciones",14838
2008-04-01,"Transporte, almacenamiento y comunicaciones",15184
2008-05-01,"Transporte, almacenamiento y comunicaciones",15392
2008-06-01,"Transporte, almacenamiento y comunicaciones",15473
2008-07-01,"Transporte, almacenamiento y comunicaciones",15862
2008-08-01,"Transporte, almacenamiento y comunicaciones",15921
2008-09-01,"Transporte, almacenamiento y comunicaciones",16343
2008-10-01,"Transporte, almacenamiento y comunicaciones",17012
2008-11-01,"Transporte, almacenamiento y comunicaciones",16803
2008-12-01,"Transporte, almacenamiento y comunicaciones",16684
2009-01-01,"Transporte, almacenamiento y comunicaciones",16414
2009-02-01,"Transporte, almacenamiento y comunicaciones",16547
2009-03-01,"Transporte, almacenamiento y comunicaciones",16659
2009-04-01,"Transporte, almacenamiento y comunicaciones",16800
2009-05-01,"Transporte, almacenamiento y comunicaciones",16987
2009-06-01,"Transporte, almacenamiento y comunicaciones",17237
2009-07-01,"Transporte, almacenamiento y comunicaciones",17081
2009-08-01,"Transporte, almacenamiento y comunicaciones",17171
2009-09-01,"Transporte, almacenamiento y comunicaciones",17187
2009-10-01,"Transporte, almacenamiento y comunicaciones",17232
2009-11-01,"Transporte, almacenamiento y comunicaciones",17465
2009-12-01,"Transporte, almacenamiento y comunicaciones",17420
2010-01-01,"Transporte, almacenamiento y comunicaciones",17494
2010-02-01,"Transporte, almacenamiento y comunicaciones",17434
2010-03-01,"Transporte, almacenamiento y comunicaciones",17777
2010-04-01,"Transporte, almacenamiento y comunicaciones",17813
2010-05-01,"Transporte, almacenamiento y comunicaciones",17695
2010-06-01,"Transporte, almacenamiento y comunicaciones",17898
2010-07-01,"Transporte, almacenamiento y comunicaciones",18069
2010-08-01,"Transporte, almacenamiento y comunicaciones",18234
2010-09-01,"Transporte, almacenamiento y comunicaciones",18318
2010-10-01,"Transporte, almacenamiento y comunicaciones",18550
2010-11-01,"Transporte, almacenamiento y comunicaciones",18829
2010-12-01,"Transporte, almacenamiento y comunicaciones",18768
2011-01-01,"Transporte, almacenamiento y comunicaciones",19041
2011-02-01,"Transporte, almacenamiento y comunicaciones",19169
2011-03-01,"Transporte, almacenamiento y comunicaciones",19241
2011-04-01,"Transporte, almacenamiento y comunicaciones",19404
2011-05-01,"Transporte, almacenamiento y comunicaciones",19563
2011-06-01,"Transporte, almacenamiento y comunicaciones",20039
2011-07-01,"Transporte, almacenamiento y comunicaciones",20291
2011-08-01,"Transporte, almacenamiento y comunicaciones",20794
2011-09-01,"Transporte, almacenamiento y comunicaciones",21181
2011-10-01,"Transporte, almacenamiento y comunicaciones",21568
2011-11-01,"Transporte, almacenamiento y comunicaciones",21687
2011-12-01,"Transporte, almacenamiento y comunicaciones",21798
2012-01-01,"Transporte, almacenamiento y comunicaciones",21861
2012-02-01,"Transporte, almacenamiento y comunicaciones",22107
2012-03-01,"Transporte, almacenamiento y comunicaciones",22138
2012-04-01,"Transporte, almacenamiento y comunicaciones",22227
2012-05-01,"Transporte, almacenamiento y comunicaciones",22369
2012-06-01,"Transporte, almacenamiento y comunicaciones",22560
2012-07-01,"Transporte, almacenamiento y comunicaciones",22921
2012-08-01,"Transporte, almacenamiento y comunicaciones",23145
2012-09-01,"Transporte, almacenamiento y comunicaciones",23536
2012-10-01,"Transporte, almacenamiento y comunicaciones",24127
2012-11-01,"Transporte, almacenamiento y comunicaciones",24355
2012-12-01,"Transporte, almacenamiento y comunicaciones",24214
2013-01-01,"Transporte, almacenamiento y comunicaciones",24337
2013-02-01,"Transporte, almacenamiento y comunicaciones",24467
2013-03-01,"Transporte, almacenamiento y comunicaciones",24392
2013-04-01,"Transporte, almacenamiento y comunicaciones",24791
2013-05-01,"Transporte, almacenamiento y comunicaciones",24913
2013-06-01,"Transporte, almacenamiento y comunicaciones",25192
2013-07-01,"Transporte, almacenamiento y comunicaciones",25403
2013-08-01,"Transporte, almacenamiento y comunicaciones",25853
2013-09-01,"Transporte, almacenamiento y comunicaciones",26137
2013-10-01,"Transporte, almacenamiento y comunicaciones",26679
2013-11-01,"Transporte, almacenamiento y comunicaciones",26724
2013-12-01,"Transporte, almacenamiento y comunicaciones",26533
2014-01-01,"Transporte, almacenamiento y comunicaciones",26530
2014-02-01,"Transporte, almacenamiento y comunicaciones",26217
2014-03-01,"Transporte, almacenamiento y comunicaciones",26383
2014-04-01,"Transporte, almacenamiento y comunicaciones",26049
2014-05-01,"Transporte, almacenamiento y comunicaciones",26018
2014-06-01,"Transporte, almacenamiento y comunicaciones",26258
2014-07-01,"Transporte, almacenamiento y comunicaciones",26394
2014-08-01,"Transporte, almacenamiento y comunicaciones",26890
2014-09-01,"Transporte, almacenamiento y comunicaciones",27201
2014-10-01,"Transporte, almacenamiento y comunicaciones",27869
2014-11-01,"Transporte, almacenamiento y comunicaciones",27878
2014-12-01,"Transporte, almacenamiento y comunicaciones",26755
2015-01-01,"Transporte, almacenamiento y comunicaciones",24514
2015-02-01,"Transporte, almacenamiento y comunicaciones",27700
2015-03-01,"Transporte, almacenamiento y comunicaciones",27997
2015-04-01,"Transporte, almacenamiento y comunicaciones",28176
2015-05-01,"Transporte, almacenamiento y comunicaciones",28392
2015-06-01,"Transporte, almacenamiento y comunicaciones",29039
2015-07-01,"Transporte, almacenamiento y comunicaciones",30013
2015-08-01,"Transporte, almacenamiento y comunicaciones",30433
2015-09-01,"Transporte, almacenamiento y comunicaciones",30867
2015-10-01,"Transporte, almacenamiento y comunicaciones",31610
2015-11-01,"Transporte, almacenamiento y comunicaciones",32105
2015-12-01,"Transporte, almacenamiento y comunicaciones",32492
2016-01-01,"Transporte, almacenamiento y comunicaciones",33083
2016-02-01,"Transporte, almacenamiento y comunicaciones",33806
2016-03-01,"Transporte, almacenamiento y comunicaciones",34336
2016-04-01,"Transporte, almacenamiento y comunicaciones",34451
2016-05-01,"Transporte, almacenamiento y comunicaciones",35093
2016-06-01,"Transporte, almacenamiento y comunicaciones",35482
2016-07-01,"Transporte, almacenamiento y comunicaciones",35877
2016-08-01,"Transporte, almacenamiento y comunicaciones",36086
2016-09-01,"Transporte, almacenamiento y comunicaciones",36122
2016-10-01,"Transporte, almacenamiento y comunicaciones",36518
2016-11-01,"Transporte, almacenamiento y comunicaciones",36451
2016-12-01,"Transporte, almacenamiento y comunicaciones",36222
2017-01-01,"Transporte, almacenamiento y comunicaciones",36328
2017-02-01,"Transporte, almacenamiento y comunicaciones",36809
2017-03-01,"Transporte, almacenamiento y comunicaciones",37492
2017-04-01,"Transporte, almacenamiento y comunicaciones",37193
2017-05-01,"Transporte, almacenamiento y comunicaciones",37350
2017-06-01,"Transporte, almacenamiento y comunicaciones",37276
2017-07-01,"Transporte, almacenamiento y comunicaciones",37539
2017-08-01,"Transporte, almacenamiento y comunicaciones",37706
2017-09-01,"Transporte, almacenamiento y comunicaciones",37849
2017-10-01,"Transporte, almacenamiento y comunicaciones",38046
2017-11-01,"Transporte, almacenamiento y comunicaciones",38043
2017-12-01,"Transporte, almacenamiento y comunicaciones",37631
2018-01-01,"Transporte, almacenamiento y comunicaciones",37706
2018-02-01,"Transporte, almacenamiento y comunicaciones",37068
2018-03-01,"Transporte, almacenamiento y comunicaciones",37029
2018-04-01,"Transporte, almacenamiento y comunicaciones",36322
2018-05-01,"Transporte, almacenamiento y comunicaciones",35515
2018-06-01,"Transporte, almacenamiento y comunicaciones",33797
2018-07-01,"Transporte, almacenamiento y comunicaciones",32228
2018-08-01,"Transporte, almacenamiento y comunicaciones",31738
2018-09-01,"Transporte, almacenamiento y comunicaciones",31799
2018-10-01,"Transporte, almacenamiento y comunicaciones",31682
2018-11-01,"Transporte, almacenamiento y comunicaciones",32152
2018-12-01,"Transporte, almacenamiento y comunicaciones",31548
2019-01-01,"Transporte, almacenamiento y comunicaciones",31666
2019-02-01,"Transporte, almacenamiento y comunicaciones",31521
2019-03-01,"Transporte, almacenamiento y comunicaciones",31037
2019-04-01,"Transporte, almacenamiento y comunicaciones",30861
2019-05-01,"Transporte, almacenamiento y comunicaciones",30791
2019-06-01,"Transporte, almacenamiento y comunicaciones",30788
2019-07-01,"Transporte, almacenamiento y comunicaciones",30592
2019-08-01,"Transporte, almacenamiento y comunicaciones",30447
2019-09-01,"Transporte, almacenamiento y comunicaciones",31028
2019-10-01,"Transporte, almacenamiento y comunicaciones",31479
2019-11-01,"Transporte, almacenamiento y comunicaciones",32104
2019-12-01,"Transporte, almacenamiento y comunicaciones",31870
2020-01-01,"Transporte, almacenamiento y comunicaciones",31903
2020-02-01,"Transporte, almacenamiento y comunicaciones",31968
2020-03-01,"Transporte, almacenamiento y comunicaciones",31638
2020-04-01,"Transporte, almacenamiento y comunicaciones",31641
2020-05-01,"Transporte, almacenamiento y comunicaciones",31356
2020-06-01,"Transporte, almacenamiento y comunicaciones",31392
2020-07-01,"Transporte, almacenamiento y comunicaciones",31214
2020-08-01,"Transporte, almacenamiento y comunicaciones",31345
2020-09-01,"Transporte, almacenamiento y comunicaciones",31830
2020-10-01,"Transporte, almacenamiento y comunicaciones",32433
2020-11-01,"Transporte, almacenamiento y comunicaciones",33079
2020-12-01,"Transporte, almacenamiento y comunicaciones",33514
2021-01-01,"Transporte, almacenamiento y comunicaciones",33617
2004-01-01,Financiero,24935
2004-02-01,Financiero,25039
2004-03-01,Financiero,25012
2004-04-01,Financiero,25088
2004-05-01,Financiero,25614
2004-06-01,Financiero,25868
2004-07-01,Financiero,26094
2004-08-01,Financiero,26241
2004-09-01,Financiero,26150
2004-10-01,Financiero,26406
2004-11-01,Financiero,26781
2004-12-01,Financiero,26884
2005-01-01,Financiero,26951
2005-02-01,Financiero,27240
2005-03-01,Financiero,27719
2005-04-01,Financiero,28264
2005-05-01,Financiero,30319
2005-06-01,Financiero,29993
2005-07-01,Financiero,30754
2005-08-01,Financiero,31283
2005-09-01,Financiero,31857
2005-10-01,Financiero,32368
2005-11-01,Financiero,32792
2005-12-01,Financiero,32596
2006-01-01,Financiero,32884
2006-02-01,Financiero,32901
2006-03-01,Financiero,33644
2006-04-01,Financiero,34016
2006-05-01,Financiero,35088
2006-06-01,Financiero,35472
2006-07-01,Financiero,35722
2006-08-01,Financiero,36407
2006-09-01,Financiero,36950
2006-10-01,Financiero,37361
2006-11-01,Financiero,38161
2006-12-01,Financiero,38035
2007-01-01,Financiero,38122
2007-02-01,Financiero,38870
2007-03-01,Financiero,39810
2007-04-01,Financiero,40153
2007-05-01,Financiero,41183
2007-06-01,Financiero,41063
2007-07-01,Financiero,41186
2007-08-01,Financiero,41867
2007-09-01,Financiero,42235
2007-10-01,Financiero,42655
2007-11-01,Financiero,42958
2007-12-01,Financiero,42433
2008-01-01,Financiero,42800
2008-02-01,Financiero,43287
2008-03-01,Financiero,43444
2008-04-01,Financiero,44106
2008-05-01,Financiero,44518
2008-06-01,Financiero,44869
2008-07-01,Financiero,45662
2008-08-01,Financiero,46137
2008-09-01,Financiero,46100
2008-10-01,Financiero,46472
2008-11-01,Financiero,46268
2008-12-01,Financiero,45769
2009-01-01,Financiero,45467
2009-02-01,Financiero,44999
2009-03-01,Financiero,45167
2009-04-01,Financiero,44597
2009-05-01,Financiero,45081
2009-06-01,Financiero,45847
2009-07-01,Financiero,46177
2009-08-01,Financiero,46106
2009-09-01,Financiero,46416
2009-10-01,Financiero,46722
2009-11-01,Financiero,46427
2009-12-01,Financiero,46551
2010-01-01,Financiero,46814
2010-02-01,Financiero,49524
2010-03-01,Financiero,49813
2010-04-01,Financiero,49875
2010-05-01,Financiero,49685
2010-06-01,Financiero,49628
2010-07-01,Financiero,49315
2010-08-01,Financiero,49570
2010-09-01,Financiero,49383
2010-10-01,Financiero,49411
2010-11-01,Financiero,50381
2010-12-01,Financiero,50530
2011-01-01,Financiero,50918
2011-02-01,Financiero,51267
2011-03-01,Financiero,51789
2011-04-01,Financiero,51560
2011-05-01,Financiero,52222
2011-06-01,Financiero,53346
2011-07-01,Financiero,52726
2011-08-01,Financiero,53929
2011-09-01,Financiero,54236
2011-10-01,Financiero,54976
2011-11-01,Financiero,55466
2011-12-01,Financiero,55195
2012-01-01,Financiero,55449
2012-02-01,Financiero,55888
2012-03-01,Financiero,56481
2012-04-01,Financiero,56326
2012-05-01,Financiero,56463
2012-06-01,Financiero,56743
2012-07-01,Financiero,57157
2012-08-01,Financiero,57467
2012-09-01,Financiero,57904
2012-10-01,Financiero,58754
2012-11-01,Financiero,58961
2012-12-01,Financiero,58799
2013-01-01,Financiero,58984
2013-02-01,Financiero,59651
2013-03-01,Financiero,60201
2013-04-01,Financiero,60830
2013-05-01,Financiero,61232
2013-06-01,Financiero,61146
2013-07-01,Financiero,61560
2013-08-01,Financiero,61531
2013-09-01,Financiero,61671
2013-10-01,Financiero,62367
2013-11-01,Financiero,62495
2013-12-01,Financiero,62000
2014-01-01,Financiero,62252
2014-02-01,Financiero,62608
2014-03-01,Financiero,63350
2014-04-01,Financiero,63487
2014-05-01,Financiero,63864
2014-06-01,Financiero,63780
2014-07-01,Financiero,64326
2014-08-01,Financiero,64440
2014-09-01,Financiero,64351
2014-10-01,Financiero,65447
2014-11-01,Financiero,66191
2014-12-01,Financiero,67195
2015-01-01,Financiero,66488
2015-02-01,Financiero,67758
2015-03-01,Financiero,68690
2015-04-01,Financiero,68631
2015-05-01,Financiero,69261
2015-06-01,Financiero,72474
2015-07-01,Financiero,74847
2015-08-01,Financiero,76012
2015-09-01,Financiero,76579
2015-10-01,Financiero,78072
2015-11-01,Financiero,79067
2015-12-01,Financiero,78981
2016-01-01,Financiero,79872
2016-02-01,Financiero,80596
2016-03-01,Financiero,81093
2016-04-01,Financiero,81828
2016-05-01,Financiero,82576
2016-06-01,Financiero,83383
2016-07-01,Financiero,83877
2016-08-01,Financiero,84464
2016-09-01,Financiero,84638
2016-10-01,Financiero,85651
2016-11-01,Financiero,86109
2016-12-01,Financiero,85479
2017-01-01,Financiero,85763
2017-02-01,Financiero,85372
2017-03-01,Financiero,86074
2017-04-01,Financiero,86365
2017-05-01,Financiero,86434
2017-06-01,Financiero,86860
2017-07-01,Financiero,86898
2017-08-01,Financiero,87840
